,Unnamed: 0,id,host_is_superhost,host_identity_verified,bedrooms,beds,accommodates,number_of_reviews,review_scores_rating,reviews_per_month,amenities_count,host_listings_count,instant_bookable,reviews_per_month.1,price,predicted
1112,4484,9530785,1,1,2.0,2.0,4,59,99.0,1.07,36,1.0,0,1.07,182,207.1780879436837
1113,4493,9557653,0,1,1.0,3.0,2,280,93.0,4.76,22,1.0,0,4.76,81,79.89565079509376
1114,4497,9569206,0,0,1.0,1.0,2,6,93.0,0.11,9,1.0,0,0.11,90,111.41380551548488
1115,4498,9569885,0,1,1.0,1.0,2,0,0.0,0.0,7,1.0,0,0.0,249,118.22425448984627
1116,4510,9586960,0,1,1.0,1.0,2,1,100.0,0.02,8,1.0,0,0.02,180,112.03751295376168
1117,4518,9599927,0,1,2.0,1.0,2,1,100.0,0.02,8,1.0,0,0.02,200,132.23889651556715
1118,4519,9602508,0,0,1.0,1.0,1,4,85.0,0.07,10,1.0,0,0.07,35,89.3572068734507
1119,4527,9610130,0,0,1.0,1.0,2,11,95.0,0.19,11,1.0,0,0.19,120,113.28936734426813
1120,4528,9611073,0,1,1.0,2.0,2,34,98.0,0.58,27,0.0,0,0.58,249,131.15118273506465
1121,4534,9619069,0,1,0.0,1.0,2,1,80.0,0.02,9,1.0,0,0.02,65,94.75710975999962
1122,4536,9621792,0,1,1.0,1.0,2,0,0.0,0.0,13,1.0,0,0.0,122,126.82848610598235
1123,4537,9625066,1,0,2.0,3.0,3,23,99.0,0.57,15,1.0,0,0.57,100,154.6492722449609
1124,4549,9650472,0,0,1.0,1.0,3,0,0.0,0.0,11,1.0,0,0.0,76,146.77555162721413
1125,4555,9666347,0,1,1.0,1.0,2,4,80.0,0.07,16,1.0,0,0.07,33,124.47500966678341
1126,4556,9670286,0,0,1.0,1.0,1,0,0.0,0.0,4,1.0,0,0.0,50,87.78680970849638
1127,4557,9670793,0,1,1.0,1.0,2,24,89.0,0.41,16,1.0,0,0.41,79,120.29300626344752
1128,4563,9681458,0,0,1.0,1.0,3,19,100.0,0.41,19,1.0,0,0.41,140,146.9029592931712
1129,4573,9705732,0,1,2.0,2.0,4,0,0.0,0.0,12,1.0,0,0.0,120,192.68872468511205
1130,4581,9721264,0,0,1.0,1.0,2,1,100.0,0.02,10,2.0,0,0.02,85,113.86459706629269
1131,4583,9722581,0,1,3.0,3.0,4,88,94.0,1.57,21,1.0,0,1.57,150,200.9931412886785
1132,4589,9741194,0,0,1.0,1.0,2,3,93.0,0.05,10,1.0,1,0.05,80,113.85399913119358
1133,4594,9765446,0,0,1.0,1.0,2,3,73.0,0.06,6,1.0,0,0.06,110,109.12842038441609
1134,4599,9783434,0,0,2.0,3.0,3,9,90.0,0.15,27,1.0,0,0.15,100,177.94507355626257
1135,4605,9791847,0,1,1.0,1.0,2,6,93.0,0.1,8,2.0,0,0.1,69,112.33997299206838
1136,4611,9801366,0,1,1.0,1.0,2,7,94.0,0.12,8,1.0,0,0.12,107,111.45298099327763
1137,4618,9815325,0,1,1.0,1.0,2,7,93.0,0.12,24,1.0,0,0.12,150,134.46558500284368
1138,4619,9816257,0,1,1.0,1.0,2,60,97.0,1.03,15,88.0,1,1.03,76,166.0318614362836
1139,4623,9822447,0,1,1.0,1.0,2,1,100.0,0.02,12,1.0,0,0.02,80,117.7837857318946
1140,4627,9833390,0,1,2.0,2.0,4,1,100.0,0.02,15,1.0,0,0.02,135,189.3747588664092
1141,4631,9837054,0,0,1.0,1.0,2,1,100.0,0.02,12,1.0,0,0.02,120,116.12008808698783
1142,4634,9840286,1,1,1.0,1.0,2,196,97.0,3.41,19,2.0,0,3.41,63,92.15522528851605
1143,4638,9842639,0,1,1.0,3.0,4,11,89.0,0.2,15,1.0,0,0.2,190,166.302125964877
1144,4643,9851168,0,1,2.0,3.0,4,6,100.0,0.11,13,1.0,0,0.11,140,183.73104150956596
1145,4647,9856921,0,1,2.0,2.0,3,32,97.0,0.62,8,1.0,0,0.62,140,149.15363803784635
1146,4648,9860071,0,1,1.0,1.0,2,5,96.0,0.1,32,1.0,0,0.1,231,145.97208261274358
1147,4662,9896515,0,1,2.0,2.0,4,20,90.0,0.34,8,1.0,1,0.34,232,177.17793239509848
1148,4669,9922340,0,1,1.0,0.0,2,54,93.0,0.95,19,2.0,0,0.95,85,121.32202712651957
1149,4674,9927366,0,1,1.0,1.0,2,8,100.0,0.14,11,1.0,0,0.14,70,115.11893484484541
1150,4676,9932130,0,1,1.0,1.0,2,9,85.0,0.16,10,1.0,0,0.16,100,114.60373311131218
1151,4680,9932727,0,0,1.0,1.0,2,0,0.0,0.0,10,1.0,0,0.0,90,120.8789058506274
1152,4681,9934658,0,0,1.0,1.0,2,0,0.0,0.0,8,1.0,0,0.0,50,118.01179742099568
1153,4688,9951188,0,0,2.0,2.0,4,0,0.0,0.0,11,1.0,0,0.0,149,189.60305197059336
1154,4689,9955618,0,1,2.0,1.0,4,1,100.0,0.02,14,1.0,0,0.02,250,189.812949632842
1155,4697,9967224,0,1,1.0,3.0,4,95,97.0,1.67,28,1.0,0,1.67,185,169.31307535298373
1156,4700,9973581,0,0,2.0,3.0,4,0,0.0,0.0,11,1.0,0,0.0,190,187.73854286270603
1157,4702,9981220,0,0,2.0,5.0,5,0,0.0,0.0,3,1.0,0,0.0,150,197.01609080086473
1158,4714,10004773,0,1,1.0,1.0,2,3,93.0,0.06,12,1.0,0,0.06,110,117.92141860902761
1159,4715,10005851,0,1,3.0,3.0,6,0,0.0,0.0,11,1.0,0,0.0,250,258.5598521189488
1160,4717,10009100,0,1,2.0,2.0,4,1,80.0,0.02,9,1.0,0,0.02,119,182.26709929296203
1161,4724,10023540,0,1,1.0,2.0,4,2,100.0,0.03,10,1.0,0,0.03,104,161.88649846971515
1162,4729,10028491,0,0,1.0,1.0,2,0,0.0,0.0,10,1.0,0,0.0,70,120.88372944719399
1163,4733,10031824,0,1,1.0,1.0,2,96,91.0,1.65,23,3.0,1,1.65,60,119.08724879770237
1164,4739,10043980,0,1,1.0,1.0,2,24,89.0,0.45,13,13.0,0,0.45,128,123.15525620856604
1165,4740,10044256,0,1,1.0,0.0,2,15,91.0,0.26,12,13.0,0,0.26,128,125.26639149363993
1166,4747,10050622,0,0,0.0,1.0,2,0,0.0,0.0,6,1.0,0,0.0,60,94.94970237166567
1167,4748,10052457,0,1,1.0,2.0,4,29,98.0,0.49,11,1.0,0,0.49,200,158.71960662041062
1168,4749,10053646,0,0,2.0,2.0,4,26,95.0,0.48,8,2.0,0,0.48,150,174.04959738002236
1169,4752,10065009,0,1,1.0,1.0,2,0,0.0,0.0,10,1.0,0,0.0,189,122.55000223907108
1170,4754,10065422,0,1,2.0,1.0,2,13,98.0,0.22,18,1.0,1,0.22,106,145.0760756098269
1171,4759,10080772,0,0,1.0,1.0,2,13,95.0,0.22,18,1.0,0,0.22,90,123.02353066007858
1172,4760,10080818,0,1,4.0,5.0,4,5,100.0,0.09,10,1.0,0,0.09,225,216.30765626441428
1173,4763,10093018,0,1,1.0,1.0,2,0,0.0,0.0,5,0.0,0,0.0,100,114.76585183709179
1174,4764,10093279,0,1,1.0,1.0,2,3,87.0,0.05,9,1.0,0,0.05,82,114.13717581564025
1175,4771,10097793,0,0,1.0,1.0,3,1,60.0,0.02,8,1.0,0,0.02,73,137.84628415362334
1176,4776,10110034,0,0,2.0,2.0,4,10,98.0,0.18,11,1.0,0,0.18,242,180.51048818901324
1177,4779,10111564,0,1,10.0,0.0,16,1,100.0,0.02,5,1.0,0,0.02,75,634.1169794336784
1178,4780,10111606,0,1,1.0,1.0,2,25,98.0,0.43,20,10.0,0,0.43,99,130.7435766565751
1179,4788,10122850,1,0,1.0,2.0,4,27,95.0,0.5,14,1.0,1,0.5,160,160.30680864579656
1180,4792,10133666,1,1,3.0,3.0,4,43,97.0,0.78,26,1.0,0,0.78,166,214.28700989773506
1181,4794,10135775,0,1,1.0,2.0,2,3,100.0,0.07,29,1.0,0,0.07,100,139.8472654033469
1182,4796,10137130,0,1,1.0,1.0,2,16,94.0,0.28,12,1.0,0,0.28,150,115.57643362944606
1183,4797,10137549,0,1,2.0,2.0,3,1,100.0,0.02,11,1.0,0,0.02,130,159.178407845982
1184,4803,10152802,0,1,3.0,3.0,6,0,0.0,0.0,11,1.0,0,0.0,300,258.5672539854023
1185,4809,10181220,0,1,1.0,1.0,2,14,96.0,0.24,10,1.0,0,0.24,59,112.95427631253487
1186,4816,10198226,0,1,1.0,4.0,4,88,88.0,1.58,19,1.0,0,1.58,159,156.26175228523323
1187,4825,10230893,0,1,2.0,2.0,4,19,96.0,0.35,9,1.0,0,0.35,120,177.76786754650664
1188,4831,10244081,0,0,1.0,1.0,2,1,100.0,0.03,24,1.0,0,0.03,155,133.27724842896697
1189,4833,10250192,0,1,2.0,1.0,2,21,91.0,0.42,12,1.0,0,0.42,87,134.7609768241235
1190,4837,10259094,1,1,1.0,1.0,2,121,97.0,2.09,26,2.0,1,2.09,104,116.09928543826334
1191,4841,10261203,0,1,3.0,3.0,4,38,98.0,0.67,23,1.0,0,0.67,269,212.70815675475342
1192,4845,10279174,0,0,1.0,2.0,4,0,0.0,0.0,6,1.0,0,0.0,225,162.2508278493877
1193,4851,10291708,0,1,1.0,2.0,4,9,83.0,0.17,15,2.0,0,0.17,80,169.5782241963493
1194,4852,10304861,0,1,1.0,1.0,2,36,98.0,0.71,25,1.0,0,0.71,150,129.8115880691419
1195,4856,10322252,0,1,2.0,2.0,4,11,93.0,0.25,11,1.0,0,0.25,110,182.028340471991
1196,4857,10322779,0,1,1.0,1.0,3,5,100.0,0.1,8,1.0,0,0.1,75,135.76915931549195
1197,4858,10323042,0,1,1.0,1.0,2,3,93.0,0.05,24,1.0,0,0.05,100,135.2072594735357
1198,4859,10328316,0,0,1.0,1.0,1,0,0.0,0.0,8,1.0,0,0.0,49,93.5543658181947
1199,4860,10329714,0,0,1.0,1.0,2,15,96.0,0.27,11,1.0,0,0.27,105,112.46868059434986
1200,4861,10331856,0,0,1.0,1.0,2,10,98.0,0.18,8,1.0,0,0.18,100,108.931239339771
1201,4865,10348203,0,1,2.0,2.0,4,40,80.0,0.7,17,100.0,1,0.7,300,248.33573266051724
1202,4869,10361515,0,1,2.0,2.0,4,15,96.0,0.35,23,1.0,0,0.35,180,198.09495843455784
1203,4872,10372730,0,0,1.0,1.0,2,0,0.0,0.0,8,1.0,0,0.0,91,118.03386294243495
1204,4879,10400021,0,1,1.0,2.0,4,34,96.0,0.62,22,1.0,0,0.62,164,173.4771827487914
1205,4880,10405553,0,0,1.0,1.0,2,0,0.0,0.0,10,1.0,0,0.0,110,120.90272191794065
1206,4883,10421029,0,1,1.0,2.0,4,35,95.0,0.7,18,1.0,0,0.7,172,167.22296204863488
1207,4886,10432888,0,1,1.0,1.0,2,11,98.0,0.2,21,1.0,0,0.2,143,129.04192954152106
1208,4889,10434645,0,0,1.0,2.0,2,14,97.0,0.25,11,1.0,0,0.25,89,110.72974268429127
1209,4890,10441222,0,1,1.0,1.0,2,241,86.0,4.24,14,1.0,1,4.24,57,79.0334455589348
1210,4893,10446576,0,1,2.0,2.0,4,5,92.0,0.09,11,1.0,0,0.09,150,183.54917529447204
1211,4894,10447717,0,1,1.0,1.0,2,15,87.0,0.26,16,100.0,1,0.26,89,183.59001630983448
1212,4903,10489215,0,1,2.0,2.0,4,7,86.0,0.12,7,4.0,0,0.12,93,179.79032197903115
1213,4905,10490882,0,1,1.0,1.0,2,29,99.0,0.65,24,1.0,0,0.65,95,129.15017875933717
1214,4908,10496067,0,1,1.0,1.0,2,0,0.0,0.0,0,1.0,0,0.0,98,108.23568600110767
1215,4910,10500911,0,1,1.0,1.0,2,197,92.0,3.47,25,3.0,1,3.47,95,103.47275573499631
1216,4911,10505865,0,1,3.0,3.0,4,18,98.0,0.33,37,1.0,0,0.33,144,236.3048493106175
1217,4912,10507237,0,0,3.0,4.0,4,3,100.0,0.06,11,1.0,0,0.06,270,198.0879735683376
1218,4917,10512492,0,1,0.0,1.0,2,231,92.0,4.08,4,2.0,1,4.08,60,46.362680339455466
1219,4919,10517099,0,0,1.0,2.0,3,26,95.0,0.46,20,1.0,0,0.46,230,146.11378932459147
1220,4925,10535428,0,1,2.0,3.0,4,9,95.0,0.16,12,1.0,0,0.16,231,182.1827495321375
1221,4928,10549599,0,1,1.0,1.0,2,34,94.0,0.6,26,0.0,0,0.6,150,131.79436030645394
1222,4931,10559210,0,1,1.0,1.0,2,43,91.0,0.75,12,1.0,1,0.75,375,111.41434251335376
1223,4939,10582203,0,1,4.0,4.0,4,23,97.0,0.43,47,1.0,0,0.43,378,268.0757259162904
1224,4940,10582829,0,1,4.0,6.0,4,1,100.0,0.02,20,1.0,0,0.02,185,229.51943475805302
1225,4945,10593371,1,0,1.0,1.0,2,61,99.0,1.08,21,1.0,0,1.08,160,116.58190906429617
1226,4946,10601129,0,0,1.0,1.0,2,31,97.0,0.56,24,1.0,0,0.56,125,128.11395387723869
1227,4951,10611436,0,1,2.0,3.0,4,76,94.0,1.32,27,2.0,0,1.32,139,192.47095154199621
1228,4959,10644438,0,1,0.0,1.0,2,307,92.0,5.38,8,2.0,1,5.38,70,38.6975464602786
1229,4964,10662701,0,0,2.0,2.0,4,4,93.0,0.07,10,1.0,0,0.07,100,180.58343897843883
1230,4976,10700796,1,1,1.0,1.0,2,116,99.0,2.1,21,3.0,1,2.1,132,109.66856978547432
1231,4983,10717287,0,0,0.0,1.0,2,0,0.0,0.0,9,1.0,0,0.0,80,99.28409057637087
1232,4987,10725464,0,0,4.0,8.0,8,1,60.0,0.02,13,1.0,0,0.02,190,314.97494599041977
1233,4988,10741538,0,1,1.0,1.0,2,43,93.0,0.76,13,1.0,0,0.76,91,112.23112246225959
1234,4990,10757166,0,0,2.0,1.0,2,19,98.0,0.34,12,1.0,0,0.34,149,133.25993279309625
1235,4991,10758185,0,1,2.0,2.0,4,9,93.0,0.16,6,3.0,0,0.16,150,176.84159432160556
1236,4992,10760112,0,1,1.0,1.0,2,0,0.0,0.0,3,1.0,0,0.0,75,112.54979438824435
1237,4993,10760553,0,1,3.0,4.0,4,20,81.0,0.36,32,100.0,0,0.36,320,289.35875507097853
1238,4995,10762996,0,0,2.0,2.0,4,3,100.0,0.07,15,1.0,0,0.07,150,187.29923547550703
1239,4999,10782295,0,1,2.0,3.0,6,0,0.0,0.0,12,1.0,0,0.0,200,239.8318337382064
1240,5000,10794641,0,1,1.0,1.0,2,35,97.0,0.63,14,1.0,0,0.63,100,114.73600497395782
1241,5001,10795403,0,1,1.0,1.0,2,2,90.0,0.04,7,1.0,0,0.04,40,111.21166331248195
1242,5003,10796549,0,1,2.0,2.0,4,1,100.0,0.02,5,2.0,0,0.02,220,175.70479132646892
1243,5010,10809128,0,1,1.0,1.0,2,6,100.0,0.14,18,1.0,0,0.14,178,125.3236046178503
1244,5015,10823505,0,1,4.0,6.0,8,20,96.0,0.36,12,1.0,0,0.36,150,312.81738493101676
1245,5017,10830812,0,0,1.0,1.0,2,3,87.0,0.05,13,1.0,0,0.05,90,118.24430306747895
1246,5025,10860856,1,1,1.0,1.0,2,174,99.0,3.06,29,2.0,0,3.06,50,110.09968938650425
1247,5028,10880027,1,1,2.0,2.0,3,57,98.0,1.01,22,1.0,0,1.01,131,163.29709376133087
1248,5029,10883799,0,0,1.0,1.0,1,0,0.0,0.0,2,1.0,0,0.0,60,84.98072820730664
1249,5032,10894967,0,1,1.0,3.0,4,0,0.0,0.0,10,1.0,0,0.0,300,167.81505285645954
1250,5033,10899421,0,0,1.0,1.0,2,6,97.0,0.11,8,1.0,0,0.11,195,109.75018368466556
1251,5035,10907707,1,1,1.0,1.0,2,211,99.0,3.72,28,2.0,0,3.72,50,101.96129303755654
1252,5038,10920384,0,1,0.0,1.0,2,211,91.0,3.81,25,2.0,1,3.81,70,79.61104070537189
1253,5041,10934482,0,1,4.0,4.0,4,28,99.0,0.51,43,1.0,0,0.51,340,261.3653534988884
1254,5044,10945523,0,1,1.0,1.0,2,0,0.0,0.0,11,1.0,0,0.0,150,124.02795624388845
1255,5045,10946703,0,1,2.0,2.0,2,8,100.0,0.29,40,1.0,0,0.29,80,174.0812201817222
1256,5048,10952096,0,1,2.0,2.0,3,13,98.0,0.28,31,1.0,0,0.28,149,185.55882296656512
1257,5056,10977039,0,0,3.0,5.0,5,13,92.0,0.24,21,1.0,0,0.24,125,233.82979138228393
1258,5059,10981961,0,1,1.0,1.0,2,9,82.0,0.16,9,1.0,0,0.16,100,113.44577591523037
1259,5068,11003337,0,0,1.0,1.0,2,5,96.0,0.09,10,1.0,0,0.09,100,112.89254808368953
1260,5080,11051838,0,0,2.0,2.0,4,4,100.0,0.07,8,1.0,0,0.07,250,177.21604649792607
1261,5082,11056575,0,1,2.0,2.0,4,27,95.0,0.49,20,1.0,0,0.49,161,192.22114159030832
1262,5093,11090898,0,1,2.0,2.0,5,70,89.0,1.24,5,2.0,1,1.24,97,188.98864581074253
1263,5094,11091013,0,1,1.0,1.0,2,18,100.0,0.34,16,1.0,0,0.34,140,120.38887010978495
1264,5101,11108642,0,1,1.0,1.0,2,16,100.0,0.29,16,1.0,0,0.29,240,120.84767197643828
1265,5105,11115316,1,1,1.0,1.0,2,149,99.0,2.67,15,1.0,0,2.67,110,93.58391642612844
1266,5107,11121039,0,1,2.0,1.0,2,2,100.0,0.04,5,1.0,0,0.04,110,127.81903667041611
1267,5110,11131879,0,1,1.0,3.0,4,36,99.0,0.66,14,2.0,0,0.66,115,160.18302897837964
1268,5117,11152558,0,1,1.0,4.0,4,252,85.0,4.44,19,2.0,1,4.44,85,128.2674914113707
1269,5118,11152856,0,0,1.0,1.0,2,3,100.0,0.06,10,1.0,0,0.06,89,112.92782055834144
1270,5123,11158462,0,0,3.0,5.0,4,4,90.0,0.07,10,1.0,0,0.07,110,195.43499564643554
1271,5126,11162674,0,1,1.0,1.0,2,12,93.0,0.23,19,1.0,0,0.23,88,126.32051490115266
1272,5127,11163013,0,1,1.0,1.0,2,9,100.0,0.16,8,1.0,0,0.16,103,110.68469623529568
1273,5129,11164036,0,1,1.0,4.0,4,63,95.0,1.12,8,1.0,0,1.12,84,144.64640709970362
1274,5139,11176673,0,1,3.0,3.0,5,0,0.0,0.0,10,1.0,0,0.0,700,232.7079631270658
1275,5140,11178448,1,1,1.0,2.0,2,101,99.0,1.83,22,3.0,1,1.83,116,111.99590504773988
1276,5144,11201740,0,1,1.0,1.0,2,5,92.0,0.1,13,2.0,0,0.1,60,119.71577627062997
1277,5146,11204463,0,0,1.0,1.0,2,122,95.0,2.21,16,3.0,0,2.21,59,101.38501890487717
1278,5151,11217131,0,1,2.0,2.0,4,16,100.0,0.29,32,1.0,0,0.29,250,211.08039547311552
1279,5153,11219957,0,0,1.0,1.0,2,15,96.0,0.27,7,1.0,0,0.27,128,106.77911041179448
1280,5157,11238776,1,1,1.0,1.0,2,15,99.0,0.27,19,3.0,0,0.27,250,124.9151883253426
1281,5159,11246264,0,1,1.0,1.0,2,39,99.0,0.71,14,3.0,0,0.71,160,115.06265971913419
1282,5160,11246802,0,0,2.0,2.0,4,1,80.0,0.02,13,1.0,0,0.02,150,186.3994198687127
1283,5162,11247862,0,1,3.0,6.0,6,11,98.0,0.22,14,1.0,1,0.22,320,248.30784438262725
1284,5166,11253646,0,0,1.0,1.0,2,5,95.0,0.15,15,1.0,0,0.15,89,119.74797195151885
1285,5168,11264616,0,0,2.0,2.0,3,5,88.0,0.1,8,1.0,0,0.1,90,153.37832351621256
1286,5179,11288652,0,1,0.0,1.0,2,10,91.0,0.19,14,1.0,0,0.19,100,99.49796470500206
1287,5181,11294007,0,1,1.0,1.0,2,0,0.0,0.0,11,0.0,0,0.0,250,123.42796228023913
1288,5185,11312357,0,1,2.0,2.0,4,0,0.0,0.0,10,3.0,0,0.0,107,191.13753802974236
1289,5193,11341780,0,1,1.0,1.0,2,1,80.0,0.02,12,1.0,0,0.02,80,119.34542102238623
1290,5194,11342014,0,0,1.0,1.0,2,12,100.0,0.23,13,1.0,0,0.23,99,115.5437102441307
1291,5205,11368774,0,1,1.0,1.0,2,9,100.0,0.16,10,1.0,0,0.16,100,113.56226603264497
1292,5209,11382530,0,0,4.0,6.0,4,10,94.0,0.19,34,1.0,0,0.19,195,246.71680730214797
1293,5210,11384228,0,0,1.0,2.0,2,11,98.0,0.2,14,1.0,0,0.2,50,115.52455782291405
1294,5214,11389080,0,0,1.0,1.0,1,0,0.0,0.0,16,2.0,0,0.0,33,105.69416584565865
1295,5218,11404636,1,1,3.0,3.0,4,56,98.0,1.0,11,1.0,0,1.0,100,190.49533372528117
1296,5222,11415119,0,0,1.0,1.0,2,1,100.0,0.02,9,1.0,0,0.02,90,111.89876608587562
1297,5227,11417729,1,1,1.0,1.0,1,84,98.0,1.52,22,2.0,0,1.52,55,91.568771165747
1298,5228,11423089,0,0,1.0,1.0,2,3,100.0,0.05,26,1.0,0,0.05,118,135.9456532543914
1299,5230,11426523,1,0,1.0,1.0,2,37,96.0,0.66,27,1.0,0,0.66,120,129.74486349670192
1300,5233,11429204,0,1,0.0,1.0,2,27,96.0,0.48,11,1.0,0,0.48,95,91.83946159550631
1301,5235,11433925,1,1,1.0,1.0,2,50,98.0,0.95,31,0.0,0,0.95,139,133.63459773399123
1302,5236,11435515,1,1,2.0,2.0,4,26,96.0,0.52,18,1.0,0,0.52,171,187.41669324772846
1303,5238,11444454,0,0,2.0,2.0,2,77,96.0,1.39,30,1.0,1,1.39,72,147.17671798538888
1304,5241,11447837,1,1,1.0,1.0,2,40,98.0,0.72,24,2.0,0,0.72,77,126.99159076534283
1305,5256,11501638,0,0,3.0,3.0,4,1,100.0,0.02,10,1.0,0,0.02,130,198.961433645689
1306,5261,11510642,0,1,0.0,2.0,4,0,0.0,0.0,4,1.0,0,0.0,999,140.9093537098599
1307,5270,11536178,0,1,2.0,4.0,4,11,100.0,0.2,15,1.0,0,0.2,165,183.9057133865822
1308,5278,11547019,0,1,1.0,1.0,2,27,93.0,0.51,10,1.0,0,0.51,149,110.63556267960489
1309,5279,11551324,0,1,1.0,1.0,1,0,0.0,0.0,6,1.0,0,0.0,38,92.41319597056267
1310,5281,11558669,0,0,3.0,6.0,3,1,0.0,0.02,15,1.0,0,0.02,150,183.4836846978945
1311,5283,11559168,0,1,1.0,1.0,2,8,100.0,0.14,13,1.0,0,0.14,149,118.06833378959239
1312,5285,11559988,0,1,3.0,3.0,4,18,88.0,0.33,10,1.0,1,0.33,160,198.80414212778453
1313,5291,11562257,0,1,2.0,2.0,4,29,92.0,0.52,29,1.0,1,0.52,200,205.4579619797148
1314,5293,11563709,0,1,1.0,1.0,2,9,96.0,0.17,18,1.0,0,0.17,120,125.27135340586575
1315,5301,11580852,0,1,1.0,1.0,2,26,94.0,0.47,9,1.0,0,0.47,224,109.45822900778148
1316,5302,11581438,0,1,1.0,1.0,2,31,96.0,0.6,30,2.0,1,0.6,122,139.26580238088556
1317,5320,11609099,1,1,1.0,1.0,2,241,97.0,4.31,20,1.0,1,4.31,94,84.66618454648281
1318,5332,11629874,0,0,1.0,1.0,2,17,98.0,0.31,13,1.0,0,0.31,90,114.86152586478576
1319,5343,11665821,0,1,1.0,1.0,2,3,100.0,0.06,25,1.0,0,0.06,131,136.12213450623784
1320,5348,11675143,0,0,2.0,1.0,2,49,93.0,0.88,15,1.0,0,0.88,109,132.50763565489194
1321,5352,11688169,0,1,1.0,1.0,2,7,94.0,0.13,25,1.0,0,0.13,99,135.85269132777438
1322,5354,11694315,0,1,3.0,3.0,5,16,99.0,0.29,22,1.0,0,0.29,350,239.65501132925118
