,Unnamed: 0,id,host_is_superhost,host_identity_verified,bedrooms,beds,accommodates,number_of_reviews,review_scores_rating,reviews_per_month,amenities_count,host_listings_count,instant_bookable,reviews_per_month.1,price,predicted
2549,10211,20165622,0,1,4.0,4.0,8,5,95.0,0.13,13,1.0,0,0.13,250,320.9960839510013
2550,10213,20167317,0,0,1.0,1.0,2,10,78.0,0.26,19,1.0,0,0.26,80,126.14878125702353
2551,10216,20169982,1,1,2.0,2.0,4,15,100.0,0.43,36,2.0,1,0.43,189,215.67981980601013
2552,10220,20173159,0,0,1.0,2.0,2,10,90.0,0.26,23,1.0,0,0.26,85,129.1267856321137
2553,10221,20178478,0,1,1.0,1.0,2,145,92.0,3.77,12,1.0,1,3.77,69,85.34194323919064
2554,10222,20178553,0,1,2.0,2.0,6,2,90.0,0.05,4,1.0,1,0.05,170,223.97195866958674
2555,10223,20179100,0,0,1.0,1.0,2,14,100.0,0.36,12,1.0,0,0.36,130,113.5647092680812
2556,10227,20187308,0,0,1.0,1.0,2,0,0.0,0.0,13,1.0,0,0.0,60,125.69623376856703
2557,10229,20189491,0,0,1.0,1.0,2,22,99.0,0.57,23,1.0,0,0.57,186,127.51088810835464
2558,10233,20192872,0,1,1.0,1.0,2,4,100.0,0.1,15,1.0,0,0.1,130,121.88679001019199
2559,10235,20199585,0,1,2.0,2.0,4,3,100.0,0.23,21,0.0,1,0.23,300,196.76876694107494
2560,10244,20211169,0,1,1.0,1.0,2,5,96.0,0.14,21,1.0,0,0.14,95,130.45752974292583
2561,10253,20223012,0,1,0.0,1.0,2,1,100.0,0.03,24,1.0,1,0.03,75,115.65450676498031
2562,10254,20223369,0,0,2.0,2.0,4,23,85.0,0.6,8,40.0,0,0.6,166,198.15982729551473
2563,10256,20224062,0,0,1.0,1.0,2,12,100.0,0.31,9,1.0,0,0.31,133,109.72407934757669
2564,10257,20225181,0,0,2.0,2.0,4,26,97.0,0.7,25,1.0,0,0.7,196,196.7024609538446
2565,10258,20225522,0,0,1.0,1.0,2,11,95.0,0.32,15,2.0,0,0.32,129,119.31053600234853
2566,10264,20238854,0,0,2.0,3.0,4,6,100.0,0.16,36,1.0,1,0.16,110,215.64073971171496
2567,10266,20240264,1,1,1.0,1.0,2,28,96.0,1.03,26,1.0,0,1.03,85,128.51900232886013
2568,10273,20260414,0,0,1.0,1.0,2,1,100.0,0.03,12,1.0,0,0.03,83,116.57853318469034
2569,10276,20265465,0,0,1.0,1.0,2,3,100.0,0.1,21,1.0,0,0.1,129,128.8901480917476
2570,10279,20267110,0,0,1.0,1.0,2,21,98.0,0.55,24,1.0,0,0.55,130,129.21832509071868
2571,10281,20270735,0,1,1.0,1.0,2,2,100.0,0.05,8,1.0,0,0.05,110,112.31340591390315
2572,10286,20276136,0,0,0.0,1.0,2,10,98.0,0.26,8,1.0,0,0.26,101,88.69879363632182
2573,10289,20279706,0,1,1.0,1.0,2,6,100.0,0.16,11,1.0,0,0.16,120,115.6322629039489
2574,10296,20289923,0,0,1.0,1.0,2,7,100.0,0.19,17,1.0,1,0.19,90,122.71863682845436
2575,10299,20294801,0,1,2.0,2.0,4,6,93.0,0.19,37,1.0,0,0.19,185,220.51637127373954
2576,10301,20299013,0,0,2.0,3.0,4,8,95.0,0.21,6,1.0,0,0.21,295,172.1381269921415
2577,10306,20305007,0,1,1.0,1.0,2,35,90.0,1.23,13,3.0,1,1.23,66,111.95270057403332
2578,10307,20308540,0,1,2.0,3.0,3,13,95.0,0.34,30,1.0,0,0.34,228,182.5541760113927
2579,10309,20316476,0,1,1.0,1.0,2,18,99.0,0.48,25,1.0,1,0.48,127,133.30909593826456
2580,10311,20317507,1,1,3.0,1.0,4,3,100.0,0.1,41,2.0,0,0.1,150,247.4579221499227
2581,10316,20321345,1,0,1.0,1.0,2,51,96.0,1.32,20,1.0,0,1.32,99,114.88843103819899
2582,10318,20324741,0,1,1.0,1.0,4,0,0.0,0.0,14,0.0,1,0.0,300,177.54908587153142
2583,10323,20347628,0,1,2.0,2.0,4,21,93.0,0.56,16,1.0,0,0.56,200,187.0123059224798
2584,10328,20351710,1,1,1.0,1.0,2,24,99.0,0.63,19,1.0,0,0.63,45,121.17972607991614
2585,10336,20385230,0,1,0.0,1.0,2,3,70.0,0.08,6,1.0,1,0.08,115,91.627573073886
2586,10347,20418135,0,1,2.0,2.0,4,16,93.0,0.43,11,1.0,0,0.43,115,181.025915658855
2587,10363,20443696,0,0,1.0,1.0,2,1,100.0,0.03,22,1.0,0,0.03,100,130.92379349678083
2588,10366,20446323,0,0,1.0,1.0,2,1,100.0,0.03,18,1.0,0,0.03,125,125.18951443103309
2589,10369,20450623,0,1,2.0,2.0,4,1,100.0,0.03,26,1.0,0,0.03,99,205.61260058756505
2590,10371,20452688,0,1,2.0,2.0,3,0,0.0,0.0,25,1.0,0,0.0,156,187.38962180518138
2591,10373,20454917,0,1,1.0,1.0,2,0,0.0,0.0,13,2.0,0,0.0,75,127.9916934982807
2592,10377,20464608,0,1,4.0,4.0,4,0,0.0,0.0,10,1.0,1,0.0,350,227.4445466563003
2593,10386,20477530,0,0,1.0,1.0,2,3,100.0,0.08,17,1.0,0,0.08,149,123.29956956859651
2594,10387,20479021,0,1,2.0,2.0,4,10,84.0,0.27,30,1.0,1,0.27,400,210.78697241394292
2595,10388,20486092,0,0,3.0,3.0,4,3,93.0,0.08,12,1.0,0,0.08,130,202.2764808546798
2596,10390,20488828,0,1,1.0,1.0,2,25,98.0,0.69,19,1.0,1,0.69,112,122.95470221274472
2597,10392,20491065,0,0,1.0,1.0,2,2,80.0,0.05,12,1.0,1,0.05,38,118.29050927550992
2598,10393,20492857,0,0,1.0,2.0,4,0,0.0,0.0,22,1.0,0,0.0,250,185.70293275741835
2599,10401,20515186,0,1,1.0,2.0,2,3,93.0,0.08,16,1.0,0,0.08,140,122.18644727064724
2600,10405,20528092,0,0,0.0,2.0,3,18,98.0,0.48,14,1.0,0,0.48,197,117.959917786301
2601,10408,20533744,0,1,1.0,1.0,2,0,0.0,0.0,8,1.0,0,0.0,150,120.21010277979751
2602,10421,20577523,0,1,2.0,2.0,4,3,100.0,0.08,21,0.0,0,0.08,250,197.3755173873917
2603,10423,20578389,0,0,1.0,1.0,2,0,0.0,0.0,16,1.0,0,0.0,50,130.01674091111732
2604,10425,20582373,1,1,1.0,1.0,2,82,97.0,2.24,20,1.0,0,2.24,55,108.4287450882411
2605,10428,20586757,0,0,2.0,2.0,4,0,0.0,0.0,10,2.0,0,0.0,135,189.32270569498502
2606,10437,20618345,0,1,2.0,2.0,4,22,96.0,0.58,36,1.0,0,0.58,210,215.27956356747399
2607,10449,20639966,0,0,1.0,1.0,2,11,95.0,0.41,16,1.0,1,0.41,160,119.95920710248413
2608,10452,20646407,0,0,0.0,1.0,2,4,95.0,0.11,11,1.0,0,0.11,60,94.61476034776916
2609,10454,20648195,0,1,3.0,3.0,4,1,100.0,0.03,22,1.0,0,0.03,200,218.2232342120045
2610,10456,20656865,0,0,3.0,4.0,4,11,100.0,0.29,13,1.0,1,0.29,179,199.84595011959846
2611,10458,20661964,0,0,1.0,1.0,2,1,0.0,0.03,11,1.0,1,0.03,50,123.0016119308527
2612,10460,20668331,0,1,1.0,1.0,2,20,92.0,0.71,14,1.0,0,0.71,80,116.00977956362435
2613,10477,20699588,1,1,1.0,1.0,2,11,98.0,0.45,24,1.0,0,0.45,150,130.45061208974573
2614,10478,20701838,1,1,2.0,2.0,4,42,100.0,1.19,35,2.0,1,1.19,495,207.52527596231272
2615,10479,20702723,0,0,2.0,2.0,2,24,93.0,0.65,9,1.0,1,0.65,211,126.00020468391233
2616,10484,20708620,1,1,1.0,2.0,3,191,97.0,5.05,21,1.0,0,5.05,98,106.95812961507573
2617,10491,20727087,0,1,1.0,1.0,2,2,90.0,0.05,19,1.0,0,0.05,160,128.84857703572098
2618,10492,20727780,0,1,1.0,1.0,2,1,100.0,0.06,7,1.0,0,0.06,130,110.89876655014075
2619,10496,20743521,0,1,1.0,1.0,2,16,99.0,0.43,26,1.0,0,0.43,175,134.81120241152922
2620,10497,20744584,0,1,1.0,3.0,3,1,80.0,0.03,6,1.0,1,0.03,49,132.30775032681336
2621,10500,20757123,0,0,2.0,2.0,4,0,0.0,0.0,23,1.0,1,0.0,85,207.7614973713748
2622,10501,20757739,0,0,1.0,2.0,1,1,0.0,0.03,21,2.0,1,0.03,250,111.61711447700397
2623,10506,20770350,0,1,1.0,1.0,2,18,100.0,0.48,14,1.0,0,0.48,120,117.07715036431733
2624,10511,20777080,0,1,2.0,2.0,4,12,97.0,0.32,17,1.0,0,0.32,140,190.3309946671189
2625,10512,20777486,1,0,0.0,1.0,2,28,94.0,0.77,17,1.0,1,0.77,100,96.06886962468715
2626,10513,20779886,0,1,1.0,1.0,2,19,99.0,0.53,33,1.0,0,0.53,120,143.99494414191906
2627,10514,20783317,0,0,2.0,2.0,4,0,0.0,0.0,22,1.0,0,0.0,220,205.9182935369888
2628,10515,20789675,0,1,1.0,1.0,1,1,100.0,0.03,9,2.0,1,0.03,45,90.5200240487045
2629,10521,20793220,0,1,1.0,2.0,2,81,85.0,2.18,19,2.0,1,2.18,40,109.26649409978144
2630,10525,20807929,0,1,2.0,3.0,2,32,97.0,0.86,24,1.0,1,0.86,150,145.1130903008041
2631,10526,20808085,0,0,1.0,1.0,2,13,93.0,0.35,20,1.0,1,0.35,89,126.12501514766075
2632,10528,20808378,0,0,1.0,1.0,2,0,0.0,0.0,5,1.0,1,0.0,85,114.66961442636317
2633,10537,20825413,0,0,1.0,1.0,2,10,84.0,0.27,0,1.0,1,0.27,54,98.84228785409303
2634,10539,20829484,1,1,2.0,2.0,4,114,99.0,3.23,27,2.0,0,3.23,129,177.64350247833255
2635,10542,20830948,0,1,1.0,0.0,2,54,82.0,1.43,12,3.0,1,1.43,65,110.48591638656465
2636,10545,20838248,0,1,1.0,1.0,2,19,96.0,0.52,27,1.0,0,0.52,155,135.68560840752363
2637,10546,20838843,0,1,1.0,2.0,2,7,94.0,0.19,9,1.0,0,0.19,90,111.11087105596269
2638,10554,20868785,0,0,1.0,1.0,2,10,93.0,0.27,12,1.0,0,0.27,135,114.96848809891135
2639,10555,20869209,0,0,2.0,3.0,4,3,100.0,0.08,11,1.0,0,0.08,175,180.14165757681855
2640,10557,20870029,0,1,1.0,1.0,2,10,100.0,0.27,17,1.0,0,0.27,65,123.28121091506212
2641,10559,20873005,0,1,2.0,1.0,4,2,90.0,0.05,27,2.0,1,0.05,250,210.50846741928615
2642,10564,20878866,0,0,1.0,1.0,2,4,95.0,0.11,17,1.0,0,0.11,125,123.42881671896298
2643,10566,20879642,0,0,1.0,1.0,2,10,94.0,0.28,25,1.0,0,0.28,119,133.4650410010646
2644,10574,20907008,0,1,3.0,3.0,4,20,99.0,0.54,30,1.0,0,0.54,250,225.19615194463609
2645,10577,20910012,0,1,4.0,3.0,4,8,100.0,0.21,36,1.0,0,0.21,125,256.8716056487021
2646,10592,20940149,0,1,3.0,4.0,4,7,94.0,0.19,33,1.0,0,0.19,364,231.14714890518553
2647,10596,20945152,0,1,1.0,2.0,3,20,98.0,0.56,14,1.0,0,0.56,110,139.1884480092702
2648,10600,20953659,0,1,2.0,4.0,4,30,92.0,0.88,25,17.0,1,0.88,700,203.88682939672708
2649,10605,20962766,0,1,0.0,1.0,1,0,0.0,0.0,6,1.0,1,0.0,170,73.09743670566266
2650,10611,20973726,0,0,1.0,1.0,2,14,97.0,0.38,29,1.0,0,0.38,103,138.0655975032338
2651,10617,20980499,0,0,1.0,1.0,2,3,90.0,0.08,8,1.0,1,0.08,60,111.57595220699038
2652,10620,20987240,0,1,4.0,8.0,8,31,98.0,0.83,13,1.0,0,0.83,306,307.0663955601539
2653,10626,20996549,0,1,1.0,1.0,2,29,97.0,0.78,16,1.0,1,0.78,95,117.90447055461622
2654,10627,20998881,0,0,1.0,1.0,2,0,0.0,0.0,15,1.0,1,0.0,98,129.01523845750057
2655,10632,21004020,0,0,1.0,1.0,2,1,100.0,0.03,26,1.0,0,0.03,115,136.68642819210493
2656,10635,21005647,0,1,3.0,3.0,4,35,97.0,0.94,33,1.0,0,0.94,250,226.04964630876998
2657,10636,21005934,0,1,2.0,2.0,4,17,92.0,0.47,21,2.0,0,0.47,165,195.75453329158955
2658,10637,21009564,0,1,1.0,1.0,2,140,95.0,3.77,19,2.0,1,3.77,70,96.12639513362987
2659,10641,21018846,0,0,1.0,1.0,2,12,96.0,0.41,18,1.0,0,0.41,120,122.29780320257707
2660,10645,21021883,0,1,1.0,3.0,3,8,64.0,0.7,12,2.0,0,0.7,110,137.41985552033304
2661,10649,21023214,0,1,1.0,1.0,3,47,85.0,1.33,12,2.0,0,1.33,110,132.95937186679546
2662,10655,21038260,0,0,1.0,1.0,2,12,100.0,0.33,14,1.0,0,0.33,80,116.79995319771196
2663,10662,21053268,0,1,1.0,1.0,2,1,100.0,0.03,10,1.0,0,0.03,115,115.41569664229307
2664,10663,21062629,0,1,3.0,3.0,4,5,100.0,0.23,34,1.0,0,0.23,295,233.86575930780867
2665,10666,21070432,1,1,1.0,2.0,2,127,98.0,3.47,23,2.0,0,3.47,30,100.42968484170551
2666,10669,21078155,0,1,0.0,1.0,2,31,90.0,0.87,4,1.0,1,0.87,89,80.30018755039102
2667,10677,21089629,0,0,1.0,1.0,2,2,100.0,0.05,22,1.0,0,0.05,110,130.76065975549764
2668,10679,21093374,0,1,3.0,3.0,4,16,95.0,0.44,19,1.0,1,0.44,137,211.0596773990123
2669,10682,21100665,0,1,1.0,2.0,4,19,94.0,0.52,12,1.0,0,0.52,98,161.4321772393414
2670,10687,21107296,0,0,1.0,1.0,2,0,0.0,0.0,11,1.0,1,0.0,69,123.28628789341926
2671,10688,21107528,0,1,2.0,2.0,4,16,100.0,0.44,27,2.0,0,0.44,375,204.02946955674923
2672,10693,21114603,0,1,4.0,5.0,4,8,97.0,0.22,17,1.0,0,0.22,300,226.06837310774142
2673,10695,21116197,0,1,3.0,3.0,6,17,96.0,0.46,21,6.0,0,0.46,463,265.28944268495314
2674,10706,21148341,0,1,2.0,2.0,3,8,98.0,0.22,22,85.0,1,0.22,300,226.16688757733175
2675,10707,21149948,0,1,1.0,1.0,2,9,100.0,0.34,25,1.0,0,0.34,210,134.3606217131038
2676,10717,21171963,0,0,0.0,2.0,4,3,100.0,0.08,9,1.0,0,0.08,195,138.75387768529578
2677,10719,21173976,0,1,1.0,1.0,2,10,100.0,0.29,25,1.0,0,0.29,125,134.63219215480774
2678,10722,21180729,0,1,1.0,1.0,2,0,0.0,0.0,24,1.0,0,0.0,110,143.18033671725226
2679,10731,21187182,0,0,4.0,5.0,4,4,100.0,0.12,16,1.0,0,0.12,200,223.66705438603356
2680,10735,21194759,0,0,1.0,1.0,2,8,90.0,0.23,20,1.0,0,0.23,117,127.06783440470582
2681,10740,21208132,0,0,2.0,2.0,4,23,99.0,0.68,11,1.0,0,0.68,205,176.85372623508079
2682,10744,21211324,0,0,1.0,1.0,2,2,100.0,0.06,14,1.0,0,0.06,100,119.23139109850247
2683,10749,21215640,0,1,1.0,1.0,2,3,100.0,0.11,27,1.0,0,0.11,160,139.13748290752864
2684,10756,21225934,0,0,1.0,1.0,2,1,100.0,0.03,20,1.0,1,0.03,250,128.5069092060798
2685,10763,21236975,0,1,1.0,1.0,2,20,98.0,0.72,22,1.0,0,0.72,150,126.99513698812865
2686,10769,21250159,0,0,1.0,1.0,2,7,100.0,0.21,27,1.0,1,0.21,171,136.9698807910113
2687,10777,21259251,0,1,0.0,1.0,3,1,0.0,0.03,8,1.0,1,0.03,77,124.67185149463238
2688,10778,21259747,0,0,3.0,3.0,4,11,100.0,0.32,27,1.0,0,0.32,250,221.20174673317655
2689,10789,21273751,1,1,2.0,2.0,4,20,95.0,0.55,32,2.0,0,0.55,200,208.84986429896082
2690,10798,21287142,0,0,1.0,1.0,2,20,86.0,0.56,22,1.0,1,0.56,230,127.70042492889456
2691,10801,21289053,0,0,1.0,2.0,4,5,80.0,0.14,3,1.0,0,0.14,108,151.31950634812995
2692,10803,21294358,0,1,1.0,1.0,2,23,99.0,0.64,23,1.0,0,0.64,105,128.702426019778
2693,10807,21301924,0,0,1.0,2.0,4,10,92.0,0.28,14,1.0,0,0.28,115,164.95407355939298
2694,10808,21307951,0,1,4.0,4.0,5,3,100.0,0.09,37,1.0,0,0.09,198,282.0483724497581
2695,10815,21321370,0,1,4.0,6.0,4,18,97.0,0.51,37,1.0,0,0.51,681,250.32933582054847
2696,10819,21330490,0,1,1.0,1.0,2,9,98.0,0.26,23,1.0,0,0.26,175,132.18362547627999
2697,10820,21330883,0,1,0.0,1.0,2,35,92.0,0.96,17,6.0,0,0.96,46,100.62880596592946
2698,10823,21331644,0,1,1.0,1.0,2,27,95.0,0.78,13,1.0,0,0.78,80,113.48316678653855
2699,10824,21343131,0,0,2.0,2.0,4,3,100.0,0.08,28,1.0,1,0.08,175,206.81333464736758
2700,10827,21349687,1,1,1.0,2.0,4,23,98.0,0.65,24,10.0,0,0.65,169,181.04843579795977
2701,10828,21351582,0,1,3.0,2.0,4,1,100.0,0.03,29,1.0,0,0.03,295,230.15952051160144
2702,10829,21352577,0,1,0.0,1.0,2,14,99.0,0.4,21,1.0,1,0.4,80,108.20881872088462
2703,10835,21360592,0,0,1.0,1.0,2,9,93.0,0.27,12,1.0,0,0.27,125,115.05577814542545
2704,10847,21365492,0,0,1.0,1.0,2,0,0.0,0.0,10,1.0,0,0.0,120,121.45476991228337
2705,10851,21373169,0,1,1.0,1.0,2,4,100.0,0.31,13,1.0,0,0.31,230,117.68094752167404
2706,10859,21382226,0,0,1.0,1.0,2,4,100.0,0.11,9,1.0,0,0.11,100,111.61407123378861
2707,10860,21382701,0,1,2.0,2.0,4,0,0.0,0.0,5,1.0,1,0.0,130,183.65258965295033
2708,10870,21393682,0,1,1.0,2.0,3,3,100.0,0.08,14,8.0,0,0.08,55,147.6437924254231
2709,10872,21397779,0,1,1.0,1.0,2,5,95.0,0.14,5,2.0,0,0.14,60,108.2714556184814
2710,10873,21401933,0,1,1.0,1.0,2,17,92.0,0.49,20,1.0,0,0.49,280,126.30056516469664
2711,10882,21429650,0,1,1.0,1.0,1,0,0.0,0.0,10,2.0,1,0.0,75,99.67364225364221
2712,10887,21435058,0,1,1.0,2.0,4,84,91.0,2.35,20,1.0,1,2.35,73,157.3045278196549
2713,10890,21443538,0,1,1.0,2.0,4,0,0.0,0.0,11,1.0,1,0.0,250,172.0565406509134
2714,10902,21472174,0,1,3.0,5.0,4,55,99.0,1.58,30,1.0,1,1.58,203,212.7922745393039
2715,10904,21472598,0,0,2.0,2.0,4,7,83.0,0.2,5,1.0,1,0.2,200,174.0603523480783
2716,10907,21483484,0,1,2.0,2.0,4,7,94.0,0.2,27,1.0,1,0.2,200,206.44778780976105
2717,10909,21484701,0,0,3.0,3.0,4,0,0.0,0.0,13,1.0,0,0.0,180,211.3862897484426
2718,10915,21498211,0,0,2.0,2.0,4,2,90.0,0.06,23,1.0,0,0.06,200,200.18043403847446
2719,10918,21507027,0,1,2.0,2.0,4,3,100.0,0.08,14,2.0,1,0.08,106,189.03313053876752
2720,10921,21511592,0,0,1.0,1.0,2,1,80.0,0.03,7,1.0,0,0.03,73,110.95864737552166
2721,10925,21522145,0,0,1.0,1.0,2,19,100.0,0.54,24,1.0,0,0.54,99,129.32464146589695
2722,10930,21529245,1,1,1.0,1.0,2,132,98.0,3.68,5,1.0,0,3.68,143,74.18535642579302
2723,10938,21545737,0,1,2.0,2.0,4,3,100.0,0.08,15,1.0,1,0.08,220,189.85113622224338
2724,10942,21546628,0,1,4.0,5.0,4,19,100.0,0.54,35,1.0,0,0.54,300,248.85410250584061
2725,10943,21547047,0,0,1.0,1.0,1,38,96.0,1.07,19,1.0,0,1.07,50,93.26129500444887
2726,10946,21548674,0,1,1.0,1.0,2,27,96.0,0.76,24,1.0,1,0.76,125,129.73354606545612
2727,10949,21556688,0,1,2.0,2.0,4,20,98.0,0.59,32,1.0,0,0.59,375,209.50236566977486
2728,10953,21558352,0,0,2.0,2.0,4,2,100.0,0.65,10,1.0,0,0.65,125,176.87611151015147
2729,10954,21558686,0,1,3.0,4.0,4,2,100.0,0.06,10,2.0,0,0.06,175,199.5555263188744
2730,10960,21564625,0,0,1.0,1.0,1,38,99.0,1.1,21,1.0,0,1.1,28,95.70689319174201
2731,10964,21575058,1,1,1.0,1.0,4,19,98.0,0.54,16,27.0,1,0.54,285,183.34822420942265
2732,10970,21585325,0,1,1.0,2.0,2,1,0.0,0.03,8,2.0,0,0.03,90,118.75273569700242
2733,10971,21585924,0,0,1.0,1.0,2,0,0.0,0.0,13,1.0,1,0.0,50,126.17760189865807
2734,10973,21589652,0,1,1.0,1.0,2,5,100.0,0.17,19,3.0,1,0.17,120,128.80902377432832
2735,10975,21591683,0,0,2.0,2.0,3,9,91.0,0.25,26,0.0,0,0.25,135,177.61432632165378
2736,10978,21593920,0,1,1.0,1.0,2,0,0.0,0.0,10,1.0,1,0.0,100,123.54162950809074
2737,10979,21594147,0,0,1.0,1.0,1,0,0.0,0.0,7,1.0,1,0.0,70,93.09913900013731
2738,10981,21595061,0,0,2.0,3.0,4,29,98.0,0.84,34,1.0,1,0.84,225,207.0253025479796
2739,10985,21608147,0,0,1.0,1.0,2,14,97.0,0.4,14,1.0,1,0.4,150,116.87127948954019
2740,10987,21614040,0,1,1.0,1.0,2,8,98.0,0.28,22,1.0,0,0.28,150,130.69367162003527
2741,10992,21628659,0,1,1.0,2.0,3,0,0.0,0.0,24,2.0,1,0.0,109,166.84298909630456
2742,10995,21630546,0,1,1.0,1.0,3,27,98.0,0.77,23,1.0,1,0.77,172,152.56624076756157
2743,10999,21633099,1,0,0.0,1.0,2,180,97.0,5.06,23,3.0,1,5.06,52,67.66224992594483
2744,11007,21640741,0,1,0.0,1.0,2,2,100.0,0.06,11,1.0,1,0.06,75,96.82683547547938
2745,11010,21651911,0,0,1.0,2.0,2,2,40.0,0.06,12,3.0,0,0.06,84,120.21115569464857
2746,11012,21653143,0,1,1.0,1.0,4,1,0.0,0.03,22,2.0,0,0.03,190,189.64674856817356
2747,11013,21653217,0,1,2.0,1.0,2,13,95.0,0.41,30,1.0,1,0.41,140,161.82081201297956
2748,11018,21659062,0,1,1.0,1.0,2,0,0.0,0.0,21,1.0,0,0.0,149,138.90362163001845
2749,11027,21676838,0,1,3.0,4.0,4,56,99.0,1.59,38,2.0,0,1.59,179,226.21457626971454
2750,11028,21677107,0,0,1.0,1.0,2,6,97.0,0.17,11,1.0,0,0.17,100,114.19440651563511
2751,11032,21686745,0,1,1.0,1.0,2,23,92.0,0.86,32,2.0,1,0.86,155,141.70820731247989
2752,11037,21692647,0,0,2.0,2.0,4,15,96.0,0.43,18,1.0,1,0.43,253,189.71157110443926
2753,11042,21698789,0,0,2.0,2.0,3,4,85.0,0.11,11,1.0,1,0.11,80,158.83432614273292
2754,11044,21703780,1,1,3.0,3.0,4,35,98.0,1.0,35,2.0,1,1.0,256,227.76190956722598
2755,11046,21708820,0,0,2.0,2.0,4,0,0.0,0.0,19,1.0,0,0.0,230,201.6641022340234
2756,11049,21712644,0,1,0.0,2.0,2,19,99.0,0.55,15,1.0,0,0.55,125,96.0375568869903
2757,11056,21720514,0,0,2.0,2.0,4,3,100.0,0.09,29,2.0,0,0.09,119,208.40599712040307
2758,11057,21721316,0,0,1.0,1.0,2,1,0.0,0.03,13,1.0,0,0.03,120,125.51125641537432
2759,11058,21731645,0,1,1.0,1.0,2,7,100.0,0.2,29,1.0,0,0.2,105,141.18142739177827
2760,11060,21733734,0,0,2.0,2.0,4,8,100.0,0.23,13,1.0,0,0.23,200,183.60682231494968
2761,11061,21735611,0,0,2.0,2.0,4,18,98.0,0.51,23,1.0,0,0.51,160,195.6021596844899
2762,11062,21735807,0,1,0.0,1.0,2,6,97.0,0.22,12,1.0,1,0.22,64,97.17271133007583
2763,11072,21747606,0,1,2.0,4.0,4,29,99.0,0.83,27,1.0,0,0.83,300,196.37796250657755
2764,11074,21760902,0,0,0.0,1.0,2,27,93.0,0.77,12,1.0,1,0.77,50,90.83202838092457
2765,11081,21767766,0,0,1.0,2.0,2,6,73.0,0.17,14,1.0,1,0.17,151,118.82719332236779
2766,11085,21775264,1,1,1.0,1.0,2,154,96.0,4.55,34,1.0,1,4.55,92,109.16418936102234
2767,11086,21778001,0,1,1.0,1.0,2,13,100.0,0.38,10,1.0,0,0.38,129,112.37183969297789
2768,11089,21781165,0,0,1.0,1.0,2,2,100.0,0.06,20,1.0,0,0.06,120,127.86171085490116
2769,11090,21783621,0,1,2.0,2.0,4,3,100.0,0.09,18,1.0,0,0.09,109,193.68643090531566
2770,11092,21783756,0,1,1.0,1.0,2,7,100.0,0.21,31,1.0,0,0.21,200,143.98468228181156
2771,11094,21785272,0,1,1.0,1.0,2,1,0.0,0.03,13,1.0,0,0.03,70,127.17891124896433
2772,11095,21785441,0,0,3.0,3.0,4,0,0.0,0.0,16,1.0,0,0.0,599,215.7022464488913
2773,11097,21791160,0,1,1.0,1.0,2,5,96.0,0.2,13,1.0,0,0.2,139,118.66883683172084
2774,11099,21792394,0,1,1.0,2.0,4,15,99.0,0.44,16,1.0,0,0.44,140,167.61283056152791
2775,11104,21796971,0,0,0.0,1.0,2,5,96.0,0.24,11,35.0,1,0.24,60,115.07797495854005
2776,11108,21801282,0,1,2.0,2.0,4,44,93.0,1.25,36,1.0,1,1.25,185,210.1368738033143
2777,11109,21801675,0,0,1.0,1.0,2,12,89.0,0.34,20,1.0,0,0.34,85,126.1902564718628
2778,11110,21809124,1,1,2.0,2.0,4,12,100.0,0.36,19,3.0,1,0.36,152,192.66226439153115
2779,11114,21815300,0,1,1.0,2.0,4,30,95.0,0.98,27,2.0,0,0.98,109,179.76533212721932
2780,11115,21815494,0,1,4.0,4.0,4,6,100.0,0.22,45,1.0,0,0.22,195,268.012463232924
2781,11118,21820862,0,1,1.0,1.0,2,8,100.0,0.24,18,0.0,0,0.24,175,124.46992256113242
2782,11120,21822487,0,1,1.0,1.0,2,10,100.0,0.32,11,1.0,0,0.32,139,114.39469071142751
2783,11121,21823811,0,0,2.0,2.0,4,6,83.0,0.18,25,1.0,0,0.18,160,202.5348485214834
2784,11123,21825799,0,1,1.0,1.0,2,24,93.0,0.84,22,1.0,0,0.84,99,126.34709356535656
2785,11127,21833231,1,1,1.0,1.0,2,0,0.0,0.0,2,1.0,0,0.0,65,109.92907493961373
2786,11137,21859606,1,1,1.0,1.0,2,30,99.0,0.89,37,1.0,1,0.89,114,145.36537637869804
2787,11139,21860642,0,0,0.0,1.0,2,0,0.0,0.0,13,1.0,1,0.0,149,105.9907089218141
2788,11141,21863894,0,0,1.0,1.0,2,1,100.0,0.03,11,2.0,1,0.03,95,116.25416436183163
2789,11149,21879304,0,0,1.0,1.0,2,3,100.0,0.09,20,1.0,0,0.09,100,127.60440932165702
2790,11151,21881599,0,0,1.0,1.0,1,0,0.0,0.0,6,1.0,0,0.0,37,91.26909463268873
2791,11170,21913325,0,1,1.0,1.0,1,0,0.0,0.0,8,1.0,1,0.0,130,96.21325211630767
2792,11171,21913732,0,1,1.0,1.0,2,0,0.0,0.0,6,1.0,1,0.0,80,117.82332693117978
2793,11173,21919426,0,0,1.0,1.0,4,1,100.0,0.03,9,1.0,0,0.03,134,161.3158084690606
2794,11180,21930458,0,0,1.0,1.0,3,11,96.0,0.32,18,1.0,0,0.32,125,147.48267920926722
2795,11188,21942890,0,1,2.0,1.0,2,3,87.0,0.09,17,1.0,0,0.09,100,146.13728698648453
2796,11203,21963760,0,0,2.0,4.0,4,11,91.0,0.33,11,1.0,1,0.33,340,177.24583753369882
