,id,bedrooms,beds,accommodates,latitude,longitude,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,reviews_per_month,host_listings_count,amenities_count,instant_bookable,reviews_per_month,predicted_price
4931,10559210,1.0,1.0,2,52.3769,4.89353,43,91.0,1,0,0.75,1.0,12,1,0.75,137.07047
9580,19223343,2.0,2.0,4,52.35217,4.847169999999998,19,98.0,1,0,0.49,1.0,19,1,0.49,162.73497
4739,10043980,1.0,1.0,2,52.34137,4.84639,24,89.0,1,0,0.45,13.0,13,0,0.45,107.26622
3571,7555967,1.0,1.0,2,52.36537,4.92359,2,90.0,1,0,0.03,1.0,7,0,0.03,105.49838
253,601882,2.0,4.0,2,52.3748,4.87739,20,98.0,1,0,0.2,1.0,4,0,0.2,147.03416
3742,7891764,1.0,1.0,2,52.36761,4.87695,15,100.0,0,0,0.26,1.0,17,1,0.26,168.99263
5214,11389080,1.0,1.0,1,52.36167,4.9356800000000005,0,0.0,0,0,0.0,2.0,16,0,0.0,127.95396
17124,40174261,1.0,2.0,4,52.37483,4.874,2,100.0,1,0,0.21,1.0,13,0,0.21,171.33928
11453,22389584,2.0,2.0,4,52.37666,4.8957,60,90.0,1,0,1.79,1.0,21,1,1.79,194.27797
4228,9020907,2.0,2.0,3,52.36175,4.85892,0,0.0,1,0,0.0,1.0,12,0,0.0,169.85606
15910,36289748,1.0,1.0,2,52.35278,4.90458,6,97.0,0,0,0.46,1.0,16,0,0.46,126.57017
13509,27974728,1.0,1.0,2,52.37344,4.87964,7,97.0,1,0,0.3,1.0,27,0,0.3,166.63991
14202,30203187,1.0,1.0,2,52.36709000000001,4.86521,15,96.0,0,1,0.71,1.0,11,0,0.71,109.917
15669,35476750,2.0,1.0,2,52.35773,4.93337,3,100.0,1,0,0.2,1.0,30,0,0.2,153.62628
4137,8792635,1.0,1.0,2,52.367,4.87381,24,100.0,0,0,0.52,1.0,38,0,0.52,183.2772
2756,6071339,3.0,2.0,4,52.3489,4.85314,46,94.0,1,0,0.7,1.0,35,0,0.7,239.8715
6216,13337290,2.0,2.0,2,52.34859,4.8608699999999985,0,0.0,1,0,0.0,1.0,8,0,0.0,141.41226
12149,24156102,1.0,1.0,2,52.36006,4.91435,1,100.0,0,0,0.11,0.0,4,1,0.11,120.43543
8703,17821445,2.0,3.0,4,52.38409,4.8779,35,99.0,0,0,0.84,1.0,35,0,0.84,239.81596
17778,42151565,1.0,1.0,2,52.34098,4.94417,0,0.0,0,0,0.0,3.0,26,0,0.0,125.96764
6426,13579944,1.0,2.0,4,52.39971,4.91933,1,80.0,1,0,0.02,1.0,16,0,0.02,111.81045
8762,17952544,1.0,3.0,4,52.36923,4.89071,162,97.0,1,1,3.81,1.0,15,0,3.81,136.02327
4004,8513183,1.0,1.0,2,52.37214,4.86011,17,98.0,1,0,0.29,1.0,26,0,0.29,132.24962
1037,1996547,1.0,1.0,2,52.34845,4.90484,4,100.0,1,0,0.05,2.0,7,0,0.05,117.15612
15478,34778190,1.0,3.0,4,52.37377,4.90496,13,85.0,1,0,0.79,17.0,13,1,0.79,187.774
2226,4736237,1.0,1.0,2,52.36517,4.93476,38,88.0,1,0,0.6,1.0,20,0,0.6,116.12053
6449,13609920,1.0,1.0,2,52.37195,4.93749,0,0.0,1,0,0.0,1.0,11,0,0.0,117.08805
4294,9142856,1.0,1.0,2,52.36206,4.85275,5,100.0,1,0,0.09,1.0,9,1,0.09,100.73166
3296,7069236,1.0,1.0,2,52.35644,4.89255,22,99.0,0,0,0.35,1.0,13,0,0.35,146.38005
4825,10230893,2.0,2.0,4,52.37124,4.88941,19,96.0,1,0,0.35,1.0,9,0,0.35,245.25975
1160,2327973,1.0,1.0,2,52.3691,4.85985,8,88.0,1,0,0.19,1.0,4,0,0.19,99.42335
16465,38160039,1.0,2.0,4,52.35518,4.85222,3,100.0,1,0,0.23,5.0,25,1,0.23,174.13612
11753,23114845,2.0,3.0,4,52.35344,4.86592,0,0.0,1,0,0.0,2.0,32,0,0.0,268.80313
18680,45460221,2.0,2.0,4,52.36479,4.880330000000002,0,0.0,1,0,0.0,21.0,13,1,0.0,283.36066
35,70598,1.0,1.0,2,52.41433,4.92014,108,95.0,0,1,1.94,1.0,16,0,1.94,51.138084
4794,10135775,1.0,2.0,2,52.39379,4.92687,3,100.0,1,0,0.07,1.0,29,0,0.07,108.58023
14400,30784345,1.0,1.0,2,52.35429,4.90031,6,92.0,0,0,0.29,2.0,28,0,0.29,164.5779
5507,12085996,1.0,1.0,2,52.37407,4.90637,5,96.0,1,0,0.09,1.0,12,0,0.09,133.8121
2465,5370916,1.0,1.0,2,52.35648,4.89509,10,95.0,0,0,0.15,1.0,22,0,0.15,172.37566
3332,7160841,1.0,4.0,4,52.40744,4.99579,79,92.0,1,0,1.25,13.0,9,0,1.25,107.783936
16483,38259020,1.0,1.0,2,52.35738,4.91982,1,100.0,1,0,0.08,0.0,7,0,0.08,110.2584
7571,15404775,1.0,1.0,2,52.37501,4.8914800000000005,151,90.0,1,0,3.15,1.0,6,1,3.15,91.381874
2044,4292047,1.0,1.0,2,52.35507,4.88943,10,100.0,0,0,0.36,1.0,25,0,0.36,177.18509
5392,11811405,1.0,1.0,2,52.36223,4.89987,16,95.0,1,0,0.33,1.0,21,0,0.33,162.3182
16189,37104209,3.0,4.0,4,52.35566,4.8702,4,87.0,0,0,0.28,0.0,26,0,0.28,256.65903
3785,7975548,2.0,3.0,3,52.37041,4.87268,1,80.0,0,0,0.02,2.0,7,0,0.02,157.96132
15676,35505451,3.0,4.0,4,52.361,4.86631,1,80.0,0,0,0.07,1.0,14,0,0.07,227.22144
3020,6552845,0.0,1.0,2,52.36422,4.92652,4,90.0,1,0,0.06,1.0,7,0,0.06,87.29092
11760,23134142,1.0,1.0,2,52.3675,4.85376,11,100.0,1,0,0.34,1.0,15,0,0.34,119.20349
2172,4613438,2.0,2.0,4,52.39515,4.91439,2,90.0,1,0,0.03,1.0,13,0,0.03,149.8496
11114,21815300,1.0,2.0,4,52.33435,4.8704,30,95.0,1,0,0.98,2.0,27,0,0.98,140.81955
4573,9705732,2.0,2.0,4,52.34901,4.84682,0,0.0,1,0,0.0,1.0,12,0,0.0,182.8032
1866,3876342,3.0,3.0,5,52.35203,4.90043,9,100.0,1,0,0.15,1.0,19,0,0.15,317.17444
2688,5956911,1.0,1.0,2,52.35106,4.84716,1,100.0,1,0,0.02,2.0,4,0,0.02,102.21466
1627,3406871,2.0,4.0,4,52.33315,4.90055,1,100.0,1,0,0.02,1.0,8,0,0.02,190.31982
3239,6951876,1.0,1.0,2,52.35259,4.85464,27,95.0,1,0,0.42,1.0,25,0,0.42,132.18163
17744,42019965,2.0,2.0,4,52.31824,4.95549,6,100.0,1,0,0.75,2.0,26,1,0.75,138.87898
11438,22374354,1.0,1.0,2,52.37202,4.89814,13,97.0,1,0,0.39,1.0,14,0,0.39,150.72786
9277,18749386,1.0,1.0,2,52.34211,4.91239,12,96.0,1,0,0.3,3.0,25,0,0.3,118.322655
5869,12849288,1.0,1.0,3,52.35216,4.88703,0,0.0,1,0,0.0,1.0,15,0,0.0,169.15044
9977,19834695,1.0,1.0,2,52.37024,4.8498199999999985,2,100.0,0,0,0.05,1.0,23,0,0.05,128.24055
4549,9650472,1.0,1.0,3,52.37318,4.882630000000002,0,0.0,0,0,0.0,1.0,11,0,0.0,176.22699
9817,19628024,2.0,3.0,4,52.34699000000001,4.89622,11,100.0,1,0,0.32,1.0,25,0,0.32,242.26302
13961,29448382,1.0,1.0,2,52.37112,4.86814,0,0.0,1,0,0.0,1.0,10,0,0.0,126.61902
12270,24505638,1.0,1.0,2,52.38422,4.87285,25,89.0,0,0,0.87,1.0,25,0,0.87,119.86092
9553,19194656,2.0,2.0,3,52.33969,4.8486400000000005,7,97.0,1,0,0.18,2.0,26,0,0.18,157.96303
17326,40646054,2.0,2.0,4,52.37155,4.85909,1,100.0,1,0,0.1,1.0,28,0,0.1,187.93732
14909,32649989,2.0,2.0,3,52.36221,4.89651,1,0.0,1,0,0.05,1.0,16,1,0.05,246.39122
18634,45310935,1.0,1.0,2,52.36864,4.98015,0,0.0,1,0,0.0,1.0,17,0,0.0,126.773705
10636,21005934,2.0,2.0,4,52.35244,4.90238,17,92.0,1,0,0.47,2.0,21,0,0.47,217.98058
9568,19205444,1.0,1.0,2,52.36479,4.86112,19,99.0,1,0,0.48,1.0,12,1,0.48,105.69179
1715,3581858,1.0,1.0,3,52.36069000000001,4.8643,19,87.0,0,0,0.25,1.0,11,0,0.25,141.2345
16548,38507250,1.0,1.0,2,52.38697,4.91933,2,100.0,1,0,0.17,1.0,9,0,0.17,105.1916
15795,35908996,3.0,4.0,4,52.35245,4.86179,7,100.0,1,0,0.49,1.0,23,0,0.49,245.00584
12092,24008958,3.0,3.0,4,52.33408,4.87139,13,96.0,1,0,0.42,1.0,29,0,0.42,226.67061
7937,16132185,1.0,1.0,2,52.35685,4.90034,65,96.0,1,0,1.39,4.0,19,0,1.39,122.83466
12656,25617715,1.0,1.0,2,52.35197,4.84623,2,100.0,1,0,0.07,1.0,10,0,0.07,104.370605
11751,23107022,4.0,4.0,4,52.35897,4.9978099999999985,1,100.0,1,0,0.06,1.0,19,0,0.06,212.54349
16619,38744236,1.0,1.0,2,52.34724,4.8993400000000005,2,100.0,1,0,0.17,0.0,14,1,0.17,128.0986
1293,2708863,3.0,4.0,4,52.36355,4.85052,86,97.0,1,0,1.09,1.0,20,0,1.09,196.84422
3219,6918101,1.0,1.0,2,52.36089000000001,4.86117,5,96.0,1,0,0.08,1.0,12,0,0.08,118.368484
12183,24236666,1.0,1.0,2,52.38107,4.87725,2,100.0,0,0,0.07,1.0,10,0,0.07,139.5097
9687,19410652,2.0,2.0,4,52.36026,4.91469,2,100.0,0,0,0.05,1.0,6,1,0.05,206.56578
292,658418,2.0,0.0,1,52.37775,4.8388800000000005,0,0.0,1,0,0.0,2.0,11,0,0.0,74.073784
4106,8744580,1.0,1.0,2,52.35254000000001,4.9195400000000005,29,98.0,0,0,0.48,1.0,18,0,0.48,129.15503
2887,6314051,0.0,1.0,2,52.36178,4.87059,1,0.0,0,0,0.02,1.0,6,0,0.02,121.40244
10707,21149948,1.0,1.0,2,52.35992,4.8958,9,100.0,1,0,0.34,1.0,25,0,0.34,176.00378
7061,14314825,1.0,1.0,2,52.34347,4.85749,8,100.0,1,0,0.16,1.0,31,0,0.16,158.28871
12379,24750820,1.0,1.0,2,52.38242,4.85691,19,98.0,0,0,0.7,1.0,22,0,0.7,106.2472
10909,21484701,3.0,3.0,4,52.34327,4.92678,0,0.0,0,0,0.0,1.0,13,0,0.0,198.40633
3032,6571994,1.0,1.0,4,52.37987,4.89168,230,98.0,1,1,5.23,1.0,35,1,5.23,132.92259
13766,28880571,1.0,1.0,4,52.39572,4.87902,13,98.0,1,1,0.55,1.0,38,0,0.55,185.37477
13217,27224477,2.0,2.0,3,52.35095,4.89953,6,100.0,1,0,0.33,1.0,15,0,0.33,189.49619
18420,44393561,1.0,1.0,2,52.38177,4.86862,1,80.0,1,0,1.0,0.0,13,1,1.0,84.182915
14294,30443526,2.0,2.0,4,52.3567,4.91043,1,0.0,1,0,0.08,0.0,41,0,0.08,249.45564
10115,20024668,1.0,1.0,2,52.35885,4.91249,14,97.0,0,0,0.37,1.0,9,0,0.37,112.329445
7621,15496392,1.0,1.0,2,52.37304,4.86008,17,99.0,1,0,0.35,1.0,11,0,0.35,114.60114
3512,7451855,2.0,2.0,4,52.36137,4.92779,3,93.0,1,0,0.05,3.0,5,0,0.05,154.28789
15734,35715624,2.0,1.0,3,52.35407,4.92021,1,100.0,0,0,0.13,0.0,32,0,0.13,193.3258
6099,13178435,2.0,3.0,4,52.35719,4.9000900000000005,15,94.0,1,0,0.28,1.0,14,0,0.28,242.40019
9402,18953248,1.0,1.0,2,52.35913,4.85497,1,100.0,1,0,0.03,1.0,17,1,0.03,116.983475
13664,28510422,1.0,1.0,2,52.36395,4.94054,15,100.0,0,0,0.6,1.0,26,1,0.6,131.46861
3023,6556448,1.0,1.0,2,52.38874000000001,4.93853,238,88.0,1,0,3.7,3.0,24,0,3.7,77.96074
938,1798944,1.0,1.0,2,52.38927,4.88681,213,95.0,1,0,2.84,1.0,22,0,2.84,112.339806
15987,36468869,2.0,1.0,3,52.37537,4.84042,0,0.0,0,0,0.0,1.0,15,1,0.0,145.88194
5449,11927054,2.0,1.0,2,52.36264,4.98228,5,100.0,1,0,0.16,1.0,30,0,0.16,146.91893
10500,20757123,2.0,2.0,4,52.37633,4.85802,0,0.0,0,0,0.0,1.0,23,1,0.0,230.86043
17878,42489859,1.0,1.0,2,52.35555,4.88769,0,0.0,1,0,0.0,0.0,10,0,0.0,140.40787
4715,10005851,3.0,3.0,6,52.34538,4.89509,0,0.0,1,0,0.0,1.0,11,0,0.0,321.1105
930,1787432,2.0,0.0,4,52.38873,4.88125,4,100.0,1,0,0.06,0.0,19,0,0.06,194.66747
18149,43705918,1.0,2.0,4,52.37527,4.89781,16,88.0,1,0,3.9,2.0,19,1,3.9,108.47059
16429,38014509,0.0,1.0,2,52.35485,4.92135,7,97.0,0,0,0.52,0.0,11,1,0.52,87.370285
8466,17258846,1.0,1.0,2,52.36029,4.91277,1,80.0,0,0,0.02,1.0,13,0,0.02,122.14898
411,801544,2.0,2.0,3,52.35293,4.90289,84,91.0,1,0,0.93,1.0,18,1,0.93,216.28326
16717,39066879,1.0,1.0,1,52.34567,4.7875,1,100.0,1,0,0.12,1.0,39,0,0.12,123.95057
425,833641,1.0,1.0,2,52.34834,4.90419,40,96.0,1,0,0.42,1.0,34,0,0.42,158.54623
7690,15638911,1.0,1.0,2,52.36567,4.875369999999998,11,100.0,1,0,0.23,1.0,15,1,0.23,140.55806
3667,7772045,1.0,1.0,2,52.34919,4.88924,1,100.0,1,0,0.02,1.0,10,0,0.02,128.81563
2542,5625099,1.0,0.0,2,52.35985,4.9272,61,94.0,1,0,0.91,1.0,19,0,0.91,111.247765
8936,18217482,1.0,1.0,2,52.35328,4.83243,21,99.0,1,0,0.5,1.0,9,0,0.5,88.54835
4040,8590437,1.0,1.0,2,52.35836,4.9394,29,90.0,1,0,0.5,1.0,11,0,0.5,95.854935
18415,44378350,2.0,2.0,4,52.3756,4.84954,4,95.0,0,0,1.69,0.0,10,0,1.69,132.9998
15602,35284470,3.0,4.0,4,52.37113,4.85784,5,100.0,1,0,0.31,1.0,28,0,0.31,222.2876
17830,42332050,1.0,2.0,2,52.3599,4.755719999999998,4,100.0,1,1,1.9,0.0,30,1,1.9,87.96876
17692,41880289,4.0,4.0,4,52.40556,4.90356,1,100.0,0,0,0.42,0.0,13,1,0.42,200.46938
17866,42464907,3.0,3.0,4,52.35671,4.99832,0,0.0,1,0,0.0,0.0,14,0,0.0,172.40346
11120,21822487,1.0,1.0,2,52.36927,4.86258,10,100.0,1,0,0.32,1.0,11,0,0.32,121.16735
3486,7412857,2.0,4.0,4,52.35275,4.84929,2,100.0,1,0,0.04,1.0,14,0,0.04,166.22083
12104,24036354,2.0,2.0,4,52.36192,4.93709,1,60.0,0,0,0.03,1.0,10,0,0.03,160.49026
315,693432,2.0,2.0,4,52.37446,4.88875,120,97.0,1,1,1.24,1.0,27,0,1.24,256.93906
10172,20087983,1.0,1.0,2,52.37571,4.88974,4,95.0,0,0,0.11,1.0,12,1,0.11,166.89235
17363,40728824,1.0,1.0,2,52.39333,4.90682,1,100.0,1,0,0.1,0.0,20,0,0.1,116.844
14311,30492516,2.0,3.0,4,52.37714,4.88421,20,99.0,1,1,0.92,1.0,14,0,0.92,232.47093
13811,29000358,2.0,3.0,4,52.3623,4.9241800000000016,2,70.0,1,0,0.11,4.0,24,1,0.11,222.41414
7429,15105977,0.0,2.0,2,52.32669,4.94868,26,94.0,0,0,0.53,1.0,17,0,0.53,100.30307
12607,25419888,3.0,4.0,4,52.37746,4.84644,15,96.0,1,0,0.52,1.0,30,0,0.52,172.71756
18475,44570712,1.0,1.0,2,52.37501,4.89421,7,94.0,1,0,3.33,1.0,10,1,3.33,65.96705
15907,36270903,1.0,1.0,2,52.35197,4.84667,5,100.0,1,0,0.35,1.0,14,1,0.35,92.088036
11593,22684623,0.0,1.0,2,52.35479,4.89189,14,91.0,0,0,0.43,1.0,21,1,0.43,138.59805
10577,20910012,4.0,3.0,4,52.40546,4.93085,8,100.0,1,0,0.21,1.0,36,0,0.21,185.05388
14758,32107257,2.0,3.0,3,52.3784,4.86001,8,100.0,1,0,0.41,1.0,35,1,0.41,178.40817
7739,15762353,2.0,3.0,3,52.37248,4.8617300000000006,2,100.0,1,0,0.04,1.0,35,0,0.04,190.98659
2789,6119654,1.0,1.0,2,52.3619,4.88589,53,95.0,1,0,0.8,1.0,9,1,0.8,124.481064
18547,45005828,1.0,1.0,3,52.35368,4.88317,0,0.0,0,0,0.0,0.0,16,1,0.0,169.0022
8098,16391366,1.0,2.0,3,52.38358,4.88572,55,100.0,1,1,1.2,1.0,26,1,1.2,187.0855
8300,16840520,1.0,4.0,2,52.36101,4.8684699999999985,176,98.0,1,0,3.91,1.0,13,0,3.91,60.38665
9693,19423489,1.0,2.0,4,52.34982,4.89306,37,96.0,1,1,0.93,1.0,24,0,0.93,217.35764
11264,22072477,2.0,2.0,4,52.38723,4.88059,7,97.0,1,1,0.21,2.0,26,0,0.21,233.39272
18180,43795298,0.0,1.0,2,52.38567000000001,4.88815,0,0.0,1,0,0.0,0.0,15,1,0.0,101.75484
10815,21321370,4.0,6.0,4,52.3614,4.89654,18,97.0,1,0,0.51,1.0,37,0,0.51,319.23398
6035,13109623,1.0,2.0,2,52.36827,4.85265,1,100.0,0,0,0.02,1.0,8,0,0.02,106.34411
3691,7803998,2.0,1.0,2,52.36197,4.85615,0,0.0,1,0,0.0,1.0,22,0,0.0,156.1285
4987,10725464,4.0,8.0,8,52.41495,4.88927,1,60.0,0,0,0.02,1.0,13,0,0.02,219.87494
8667,17715838,2.0,2.0,4,52.35615,4.90146,5,100.0,0,0,0.11,1.0,10,0,0.11,211.53317
15145,33523134,2.0,2.0,4,52.37483,4.9648400000000015,6,100.0,1,0,0.32,1.0,10,1,0.32,153.32954
880,1649932,2.0,2.0,2,52.36435,4.89573,5,100.0,1,0,0.16,1.0,39,0,0.16,236.85805
5157,11238776,1.0,1.0,2,52.37633,4.88625,15,99.0,1,1,0.27,3.0,19,0,0.27,161.4979
12244,24423884,1.0,1.0,2,52.34811,4.92923,20,87.0,0,0,0.67,1.0,7,1,0.67,81.354805
7872,15997346,1.0,1.0,2,52.36689000000001,4.86152,10,98.0,1,0,0.22,1.0,13,0,0.22,122.230354
12665,25676704,1.0,1.0,2,52.351000000000006,4.88737,8,97.0,0,0,0.28,1.0,15,0,0.28,139.34221
17177,40343136,1.0,1.0,2,52.42332,4.88656,1,80.0,0,0,0.11,2.0,12,0,0.11,84.78433
15225,33822364,1.0,1.0,2,52.37637,4.94813,1,100.0,0,0,0.06,1.0,8,1,0.06,102.358116
7462,15168599,1.0,1.0,2,52.39364000000001,4.94038,40,99.0,1,0,0.84,0.0,27,0,0.84,94.39933
18015,42878916,1.0,1.0,2,52.37834,4.89083,3,100.0,0,0,0.45,0.0,18,0,0.45,164.0164
10392,20491065,1.0,1.0,2,52.35569,4.8289300000000015,2,80.0,0,0,0.05,1.0,12,1,0.05,94.02908
16783,39250366,1.0,1.0,2,52.37043,4.87664,0,0.0,1,0,0.0,2.0,5,1,0.0,111.32577
6688,13862906,1.0,1.0,2,52.36124,4.85791,42,98.0,1,1,0.82,1.0,26,0,0.82,127.353455
10097,19987998,4.0,5.0,4,52.35459,4.92321,12,97.0,1,0,0.32,2.0,12,0,0.32,243.56224
5959,13008911,2.0,2.0,4,52.35792,4.92017,0,0.0,1,0,0.0,1.0,7,0,0.0,182.48367
17680,41848727,1.0,1.0,2,52.37275,4.87291,1,80.0,0,0,0.13,1.0,21,0,0.13,126.430016
4498,9569885,1.0,1.0,2,52.35595,4.90909,0,0.0,1,0,0.0,1.0,7,0,0.0,123.318886
8345,16937918,2.0,2.0,3,52.37418,4.86132,28,95.0,0,0,0.63,1.0,23,0,0.63,152.03975
15674,35504002,1.0,1.0,2,52.36374,4.90076,3,100.0,1,0,0.19,1.0,4,0,0.19,127.03036
2408,5137921,2.0,2.0,4,52.35589,4.93521,7,100.0,1,0,0.12,0.0,33,0,0.12,190.88948
3618,7645716,1.0,1.0,2,52.3656,4.9410300000000005,314,94.0,1,1,5.07,1.0,22,0,5.07,84.86227
15183,33671080,3.0,3.0,4,52.40777,4.93236,0,0.0,0,0,0.0,1.0,7,0,0.0,140.20241
14063,29853712,1.0,1.0,2,52.34955,4.9131,12,98.0,1,0,0.52,1.0,30,0,0.52,140.95903
13802,28977336,1.0,2.0,4,52.38819,4.8895800000000005,18,91.0,1,0,0.8,1.0,11,0,0.8,140.41692
8792,18017858,3.0,3.0,4,52.37031,4.9391,36,99.0,1,0,0.85,1.0,23,0,0.85,204.75722
15197,33713934,3.0,3.0,4,52.38393,4.82998,8,90.0,1,0,0.52,2.0,33,0,0.52,134.84023
6078,13153552,0.0,0.0,2,52.35426,4.88929,200,91.0,1,0,3.8,2.0,9,0,3.8,72.89631
5193,11341780,1.0,1.0,2,52.37117,4.89581,1,80.0,1,0,0.02,1.0,12,0,0.02,139.77534
7821,15895887,1.0,1.0,2,52.3525,4.84641,5,100.0,0,0,0.31,1.0,25,1,0.31,153.656
10620,20987240,4.0,8.0,8,52.34611,4.89266,31,98.0,1,0,0.83,1.0,13,0,0.83,331.90598
14193,30197129,1.0,1.0,2,52.36136,4.83901,7,94.0,1,0,0.5,1.0,14,0,0.5,100.86985
18512,44700787,2.0,3.0,4,52.38304,4.85197,3,100.0,1,0,2.14,0.0,13,0,2.14,148.4563
10220,20173159,1.0,2.0,2,52.38286,4.91575,10,90.0,0,0,0.26,1.0,23,0,0.26,127.037895
3481,7406515,1.0,1.0,2,52.35665,4.91226,1,100.0,1,0,0.09,0.0,20,0,0.09,149.17735
18742,45635875,1.0,1.0,2,52.3595,4.92766,0,0.0,0,0,0.0,0.0,29,0,0.0,147.63278
353,740616,1.0,1.0,1,52.36213,4.91045,77,96.0,1,1,0.79,2.0,27,0,0.79,118.17267
12333,24646128,1.0,1.0,2,52.35299000000001,4.99504,8,100.0,1,0,0.27,2.0,10,1,0.27,94.82073
17738,42002072,1.0,2.0,2,52.36144,4.8618,1,100.0,1,0,0.13,0.0,19,0,0.13,144.81787
5728,12553188,1.0,1.0,2,52.3865,4.88264,0,0.0,0,0,0.0,1.0,13,0,0.0,134.01213
8224,16674000,2.0,1.0,4,52.36217,4.79553,4,100.0,0,0,0.09,1.0,16,0,0.09,126.17712
4303,9166399,1.0,1.0,2,52.38442,4.87131,4,100.0,1,0,0.09,1.0,25,0,0.09,137.83327
10266,20240264,1.0,1.0,2,52.38329,5.00188,28,96.0,1,1,1.03,1.0,26,0,1.03,83.31353
7165,14520337,1.0,2.0,4,52.36701,4.85569,10,100.0,1,0,0.2,1.0,31,0,0.2,168.73767
17936,42641255,1.0,1.0,2,52.40186,4.90017,0,0.0,0,0,0.0,0.0,46,0,0.0,164.90141
13006,26683568,1.0,1.0,2,52.35266,4.85387,3,93.0,1,0,0.14,1.0,28,1,0.14,128.20044
10564,20878866,1.0,1.0,2,52.3515,4.89583,4,95.0,0,0,0.11,1.0,17,0,0.11,152.56334
5936,12972142,1.0,1.0,2,52.37697,4.84837,6,87.0,0,0,0.11,40.0,5,0,0.11,92.018135
1073,2080427,2.0,2.0,4,52.35231,4.91507,18,90.0,1,0,0.22,1.0,22,0,0.22,191.4945
7829,15908397,1.0,1.0,2,52.36544,4.93346,10,100.0,0,0,0.37,1.0,20,0,0.37,138.69519
16843,39375641,2.0,2.0,4,52.36524,4.87536,3,100.0,0,0,0.26,0.0,27,0,0.26,244.73523
18151,43707019,1.0,1.0,2,52.38579,4.87629,38,98.0,1,1,11.18,8.0,6,1,11.18,22.097221
15302,34118552,2.0,1.0,2,52.37791,4.8704800000000015,5,100.0,0,0,0.29,2.0,13,0,0.29,135.9905
6789,13956070,1.0,1.0,2,52.36979,4.85351,6,100.0,1,0,0.15,1.0,12,0,0.15,111.25593
6716,13896586,1.0,1.0,2,52.35414,4.9183,0,0.0,1,0,0.0,1.0,13,1,0.0,115.644806
12541,25207799,2.0,2.0,6,52.37112,4.87993,11,95.0,1,0,0.39,1.0,20,0,0.39,294.47226
7661,15577083,3.0,3.0,5,52.41341,4.8815300000000015,0,0.0,1,0,0.0,1.0,36,0,0.0,226.04756
16608,38698484,3.0,3.0,5,52.37085,4.88382,0,0.0,0,0,0.0,0.0,14,1,0.0,332.7982
12927,26466488,2.0,3.0,4,52.35049,4.90649,2,100.0,1,0,0.1,1.0,24,1,0.1,260.51663
16255,37327469,2.0,2.0,4,52.35604,4.90404,0,0.0,1,0,0.0,2.0,15,0,0.0,238.06139
16497,38319415,1.0,1.0,2,52.37731,4.86106,3,100.0,1,0,0.25,2.0,18,0,0.25,118.01893
18508,44678766,1.0,1.0,1,52.36235,4.7981300000000005,0,0.0,1,0,0.0,1.0,15,1,0.0,70.896904
18359,44255627,0.0,0.0,2,52.38157,4.85695,3,93.0,0,1,1.06,2.0,10,1,1.06,76.395805
7822,15897019,1.0,1.0,2,52.38166,4.8847,0,0.0,0,0,0.0,2.0,13,0,0.0,146.14018
17583,41466832,3.0,3.0,2,52.35998,4.979,0,0.0,1,0,0.0,1.0,15,0,0.0,146.16377
3665,7757518,2.0,2.0,4,52.36131,4.9107,9,93.0,1,0,0.14,2.0,10,0,0.14,200.74603
8388,17026274,2.0,2.0,4,52.35897,4.85538,31,98.0,0,0,0.71,1.0,28,1,0.71,227.75679
10693,21114603,4.0,5.0,4,52.36371,4.98084,8,97.0,1,0,0.22,1.0,17,0,0.22,214.10957
15972,36409465,2.0,2.0,3,52.32077,4.97917,1,100.0,1,0,0.1,1.0,14,0,0.1,100.84345
6902,14087287,2.0,5.0,5,52.35326,4.84769,12,90.0,0,0,0.25,1.0,7,0,0.25,186.48788
5698,12500365,1.0,1.0,2,52.34021,4.84564,58,100.0,0,1,1.07,1.0,32,0,1.07,110.93516
5082,11056575,2.0,2.0,4,52.36347,4.83651,27,95.0,1,0,0.49,1.0,20,0,0.49,152.8445
16186,37098620,1.0,1.0,1,52.35195,4.92826,8,98.0,0,0,0.56,1.0,14,1,0.56,88.465675
2083,4394905,1.0,2.0,4,52.36952,4.86003,61,94.0,1,0,0.87,1.0,16,0,0.87,168.542
15458,34679520,1.0,1.0,2,52.37661,4.87408,10,100.0,1,0,0.59,1.0,14,0,0.59,140.71614
2937,6418164,1.0,1.0,2,52.37591,4.94377,24,94.0,1,0,0.47,1.0,23,0,0.47,125.24409
7875,16000278,2.0,2.0,4,52.3767,4.94736,7,93.0,0,0,0.15,1.0,8,0,0.15,160.17116
10299,20294801,2.0,2.0,4,52.37363,4.8668,6,93.0,1,0,0.19,1.0,37,0,0.19,216.94682
5236,11435515,2.0,2.0,4,52.35346,4.92614,26,96.0,1,1,0.52,1.0,18,0,0.52,210.02
13738,28806350,2.0,3.0,4,52.32161,4.94578,24,96.0,1,1,0.99,2.0,39,1,0.99,154.59972
10279,20267110,1.0,1.0,2,52.36269,4.8627699999999985,21,98.0,0,0,0.55,1.0,24,0,0.55,146.24644
9364,18892673,1.0,2.0,3,52.36068,4.88853,22,96.0,1,0,0.53,1.0,10,1,0.53,169.51393
7807,15870679,2.0,2.0,4,52.37811,4.9244900000000005,4,80.0,1,0,0.16,1.0,41,0,0.16,193.81966
16579,38613858,1.0,1.0,2,52.35574,4.85085,0,0.0,0,0,0.0,1.0,10,1,0.0,116.460045
