,beds,accommodates,price
5520,2.0,4,$175.00
5521,3.0,4,$319.00
5522,1.0,2,$98.00
5523,1.0,2,$75.00
5524,1.0,2,$85.00
5525,2.0,3,$100.00
5526,2.0,2,$83.00
5527,3.0,3,$147.00
5528,1.0,2,$70.00
5529,5.0,4,$150.00
5530,3.0,4,$164.00
5531,1.0,2,$90.00
5532,2.0,2,$95.00
5533,1.0,2,$120.00
5534,2.0,4,$175.00
5535,6.0,4,$539.00
5536,3.0,4,$320.00
5537,2.0,4,$199.00
5538,2.0,4,$180.00
5539,1.0,2,$85.00
5540,5.0,4,$208.71
5541,2.0,4,$95.00
5542,1.0,4,$160.00
5543,2.0,4,$259.00
5544,2.0,2,$75.00
5545,2.0,4,$200.00
5546,1.0,2,$69.00
5547,4.0,4,$115.00
5548,1.0,3,$425.00
5549,2.0,4,$126.00
5550,1.0,2,$80.00
5551,1.0,2,$99.00
5552,6.0,4,$350.00
5553,1.0,2,$156.00
5554,3.0,4,$123.00
5555,6.0,4,$130.00
5556,1.0,2,$193.00
5557,1.0,2,$70.00
5558,1.0,2,$100.00
5559,1.0,2,$97.00
5560,2.0,2,$90.00
5561,1.0,2,$125.00
5562,4.0,4,$281.00
5563,1.0,2,$110.00
5564,1.0,2,$70.00
5565,1.0,2,$97.00
5566,1.0,2,$80.00
5567,1.0,4,$185.00
5568,2.0,2,$95.00
5569,1.0,2,$101.00
5570,1.0,2,$120.00
5571,1.0,2,$50.00
5572,1.0,2,$95.00
5573,1.0,2,$149.00
5574,1.0,2,$119.00
5575,3.0,4,$140.00
5576,2.0,4,$210.00
5577,2.0,4,$180.00
5578,1.0,2,$145.00
5579,1.0,2,$100.00
5580,1.0,2,$120.00
5581,0.0,2,$135.00
5582,1.0,2,$135.00
5583,1.0,2,$50.00
5584,1.0,2,$104.00
5585,2.0,2,$76.00
5586,1.0,2,$79.00
5587,1.0,2,$110.00
5588,1.0,2,$110.00
5589,4.0,5,$232.00
5590,1.0,2,$75.00
5591,1.0,2,$119.00
5592,2.0,4,$80.00
5593,1.0,2,$120.00
5594,4.0,4,$125.00
5595,4.0,4,$130.00
5596,1.0,2,$100.00
5597,2.0,4,$100.00
5598,3.0,4,$73.00
5599,1.0,2,$99.00
5600,1.0,2,$160.00
5601,1.0,2,$165.00
5602,6.0,6,$150.00
5603,1.0,2,$100.00
5604,2.0,3,$84.00
5605,1.0,2,$100.00
5606,3.0,6,$160.00
5607,1.0,2,$150.00
5608,1.0,2,$180.00
5609,3.0,4,$190.00
5610,1.0,2,$130.00
5611,1.0,2,$75.00
5612,2.0,4,$135.00
5613,1.0,2,$100.00
5614,1.0,2,$80.00
5615,3.0,4,$149.00
5616,1.0,1,$35.00
5617,1.0,2,$150.00
5618,3.0,4,$128.00
5619,1.0,3,$83.00
5620,1.0,2,$149.00
5621,1.0,2,$75.00
5622,1.0,2,$83.00
5623,2.0,4,$270.00
5624,1.0,3,$70.00
5625,1.0,2,$70.00
5626,2.0,3,$210.00
5627,1.0,2,$100.00
5628,1.0,4,$236.00
5629,1.0,2,$150.00
5630,1.0,4,$200.00
5631,3.0,4,$89.00
5632,1.0,2,$110.00
5633,2.0,2,$100.00
5634,1.0,2,$243.00
5635,2.0,4,$180.00
5636,4.0,4,$125.00
5637,1.0,2,$110.00
5638,4.0,5,$395.00
5639,4.0,4,$149.00
5640,1.0,2,$100.00
5641,1.0,2,$120.00
5642,2.0,4,$185.00
5643,1.0,2,$100.00
5644,2.0,3,$120.00
5645,1.0,2,$77.00
5646,1.0,2,$100.00
5647,1.0,2,$119.00
5648,4.0,4,$399.00
5649,5.0,4,$105.00
5650,1.0,2,$120.00
5651,1.0,2,$90.00
5652,1.0,2,$110.00
5653,1.0,3,$120.00
5654,2.0,2,$103.57
5655,3.0,4,$225.00
5656,1.0,2,$130.00
5657,1.0,2,$129.00
5658,2.0,3,$120.00
5659,2.0,2,$200.00
5660,4.0,4,$120.00
5661,1.0,2,$95.00
5662,3.0,6,$245.00
5663,1.0,2,$180.00
5664,2.0,4,$70.00
5665,2.0,3,$100.00
5666,2.0,4,$149.00
5667,1.0,2,$102.00
5668,1.0,2,$90.00
5669,1.0,2,$80.00
5670,3.0,4,$180.00
5671,2.0,3,$80.00
5672,6.0,6,$111.00
5673,4.0,4,$204.00
5674,4.0,6,$285.00
5675,3.0,3,$153.00
5676,3.0,5,$395.00
5677,1.0,1,$73.00
5678,2.0,3,$125.00
5679,1.0,2,$90.00
5680,2.0,4,$200.00
5681,0.0,2,$350.00
5682,6.0,6,$299.00
5683,1.0,2,$115.00
5684,2.0,2,$120.00
5685,2.0,2,$125.00
5686,4.0,4,$300.00
5687,2.0,2,$125.00
5688,3.0,4,$110.00
5689,2.0,3,$180.00
5690,1.0,2,$110.00
5691,6.0,6,$180.00
5692,1.0,2,$130.00
5693,1.0,1,$50.00
5694,3.0,6,$400.00
5695,1.0,2,$71.00
5696,1.0,2,$250.00
5697,1.0,2,$70.00
5698,1.0,2,$170.00
5699,1.0,2,$79.00
5700,1.0,2,$150.00
5701,2.0,4,$164.00
5702,1.0,2,$100.00
5703,4.0,4,$264.00
5704,1.0,1,$600.00
5705,1.0,2,$100.00
5706,2.0,2,$79.00
5707,3.0,4,$169.00
5708,1.0,2,$80.00
5709,1.0,2,$65.00
5710,1.0,1,$90.00
5711,3.0,4,$335.00
5712,2.0,2,$96.00
5713,2.0,3,$135.00
5714,3.0,6,$80.00
5715,5.0,5,$250.00
5716,3.0,4,$300.00
5717,1.0,2,$46.00
5718,4.0,4,$225.00
5719,1.0,2,$110.00
5720,1.0,2,$85.00
5721,2.0,2,$200.00
5722,1.0,3,$120.00
5723,1.0,2,$58.00
5724,2.0,4,$300.00
5725,1.0,2,$120.00
5726,1.0,2,$130.00
5727,2.0,3,$232.14
5728,1.0,2,$83.00
5729,1.0,2,$170.00
5730,3.0,4,$100.00
5731,3.0,4,$115.00
5732,0.0,2,$90.00
5733,5.0,4,$200.00
5734,1.0,2,$35.00
5735,1.0,2,$139.00
5736,0.0,4,$125.00
5737,1.0,2,$120.00
5738,2.0,4,$119.00
5739,3.0,2,$125.00
5740,4.0,4,$150.00
5741,2.0,4,$147.00
5742,3.0,3,$320.00
5743,3.0,2,$200.00
5744,1.0,2,$59.00
5745,1.0,2,$105.00
5746,2.0,4,$145.00
5747,2.0,2,$113.00
5748,3.0,3,$153.00
5749,3.0,4,$295.00
5750,1.0,2,$75.00
5751,1.0,2,$105.00
5752,3.0,4,$220.00
5753,1.0,2,$139.00
5754,17.0,16,$186.00
5755,5.0,8,$129.00
5756,1.0,2,$63.00
5757,1.0,2,$140.00
5758,6.0,8,$156.00
5759,6.0,8,$149.00
5760,6.0,8,$129.00
5761,4.0,4,$380.00
5762,2.0,2,$110.00
5763,1.0,2,$49.00
5764,1.0,2,$110.00
5765,2.0,3,$95.00
5766,2.0,4,$140.00
5767,1.0,2,$139.00
5768,1.0,2,$98.00
5769,2.0,4,$199.00
5770,3.0,3,$400.00
5771,1.0,2,$125.00
5772,2.0,4,$156.00
5773,2.0,4,$220.00
5774,1.0,2,$140.00
5775,2.0,4,$186.00
5776,1.0,3,$111.00
5777,1.0,2,$99.00
5778,1.0,2,$105.00
5779,1.0,2,$92.00
5780,3.0,6,$475.00
5781,2.0,4,$115.00
5782,4.0,4,$291.00
5783,1.0,2,$110.00
5784,1.0,2,$60.00
5785,3.0,4,$210.00
5786,1.0,2,$100.00
5787,1.0,2,$350.00
5788,1.0,2,$45.00
5789,2.0,4,$225.00
5790,1.0,2,$90.00
5791,1.0,2,$95.00
5792,1.0,2,$120.00
5793,1.0,2,$261.00
5794,1.0,2,$96.00
5795,2.0,4,$90.00
5796,1.0,2,$120.00
5797,1.0,2,$187.00
5798,2.0,4,$233.00
5799,1.0,2,$145.00
5800,1.0,2,$72.00
5801,4.0,4,$185.00
5802,1.0,2,$39.00
5803,1.0,2,$145.00
5804,2.0,4,$95.00
5805,6.0,6,$579.00
5806,1.0,2,$195.00
5807,1.0,2,$104.00
5808,1.0,2,$100.00
5809,4.0,4,$107.00
5810,1.0,2,$70.00
5811,1.0,2,$250.00
5812,2.0,4,$101.00
5813,1.0,2,$189.00
5814,2.0,3,$200.00
5815,2.0,4,$59.00
5816,1.0,3,$79.00
5817,3.0,4,$114.00
5818,1.0,2,$110.00
5819,1.0,2,$95.00
5820,2.0,3,$148.00
5821,5.0,4,$130.00
5822,2.0,4,$123.00
5823,4.0,4,$250.00
5824,2.0,4,$246.00
5825,1.0,2,$144.00
5826,5.0,4,$220.00
5827,2.0,3,$120.00
5828,1.0,2,$140.00
5829,2.0,4,$200.00
5830,2.0,4,$180.00
5831,2.0,2,$108.00
5832,1.0,1,$95.00
5833,1.0,2,$120.00
5834,2.0,4,$125.00
5835,1.0,3,$100.00
5836,1.0,2,$95.00
5837,3.0,4,$164.00
5838,3.0,4,$85.00
5839,2.0,3,$51.00
5840,1.0,2,$100.00
5841,2.0,4,$325.00
5842,1.0,4,$188.00
5843,1.0,2,$170.00
5844,1.0,2,$70.00
5845,2.0,4,$400.00
5846,2.0,3,$140.00
5847,1.0,2,$110.00
5848,2.0,4,$140.00
5849,1.0,2,$105.00
5850,2.0,2,$120.00
5851,1.0,2,$107.00
5852,2.0,4,$89.00
5853,1.0,2,$129.00
5854,1.0,2,$109.00
5855,1.0,2,$98.00
5856,1.0,2,$150.00
5857,1.0,2,$149.00
5858,1.0,2,$66.00
5859,2.0,4,$250.00
5860,1.0,2,$100.00
5861,1.0,2,$103.00
5862,2.0,4,$113.00
5863,2.0,4,$157.00
5864,2.0,4,$169.00
5865,1.0,2,$92.00
5866,1.0,2,$125.00
5867,1.0,2,$100.00
5868,1.0,2,$175.00
5869,1.0,3,$204.00
5870,1.0,2,$130.00
5871,2.0,2,$55.00
5872,3.0,4,$155.00
5873,2.0,4,$110.00
5874,4.0,4,$190.00
5875,2.0,4,$342.00
5876,1.0,2,$40.00
5877,1.0,2,$150.00
5878,1.0,2,$80.00
5879,5.0,5,$247.00
5880,1.0,2,$104.00
5881,1.0,2,$105.00
5882,2.0,2,$103.00
5883,2.0,2,$104.00
5884,1.0,2,$100.00
5885,2.0,4,$140.00
5886,1.0,2,$90.00
5887,3.0,4,$120.00
5888,6.0,6,$240.00
5889,3.0,4,$458.00
5890,6.0,6,$150.00
5891,0.0,2,$106.00
5892,1.0,2,$100.00
5893,2.0,3,$159.00
5894,2.0,3,$130.00
5895,1.0,2,$40.00
5896,1.0,2,$120.00
5897,1.0,2,$99.00
5898,1.0,2,$100.00
5899,1.0,2,$135.00
5900,2.0,4,$100.00
5901,1.0,2,$85.00
5902,1.0,1,$73.00
5903,1.0,2,$150.00
5904,4.0,4,$156.00
5905,2.0,2,$140.00
5906,1.0,2,$414.00
5907,1.0,1,$73.00
5908,1.0,2,$83.00
5909,1.0,4,$96.00
5910,4.0,4,$200.00
5911,4.0,3,$125.00
5912,4.0,4,$315.00
5913,2.0,3,$180.00
5914,0.0,2,$100.00
5915,1.0,2,$100.00
5916,1.0,3,$99.00
5917,1.0,3,$139.00
5918,1.0,2,$95.00
5919,0.0,2,$110.00
5920,1.0,2,$150.00
5921,1.0,2,$79.00
5922,1.0,2,$120.00
5923,1.0,2,$89.00
5924,2.0,2,$125.00
5925,1.0,2,$169.00
5926,1.0,2,$150.00
5927,5.0,4,$150.00
5928,1.0,2,$65.00
5929,1.0,2,$95.00
5930,3.0,4,$500.00
5931,2.0,4,$213.00
5932,1.0,2,$120.00
5933,3.0,4,$135.00
5934,4.0,4,$110.00
5935,1.0,2,$62.34
5936,1.0,2,$125.00
5937,5.0,4,$225.00
5938,1.0,2,$100.00
5939,2.0,4,$260.00
5940,1.0,2,$50.00
5941,1.0,2,$156.00
5942,2.0,4,$165.00
5943,1.0,2,$110.00
5944,1.0,2,$100.00
5945,1.0,2,$122.00
5946,1.0,3,$150.00
5947,2.0,2,$165.00
5948,1.0,2,$69.00
5949,2.0,4,$147.00
5950,1.0,2,$115.00
5951,2.0,4,$200.00
5952,5.0,5,$120.00
5953,1.0,2,$130.00
5954,1.0,1,$35.00
5955,1.0,2,$200.00
5956,1.0,2,$90.00
5957,1.0,2,$175.00
5958,1.0,2,$130.00
5959,2.0,4,$350.00
5960,3.0,4,$294.00
5961,4.0,4,$350.00
5962,2.0,3,$320.00
5963,1.0,2,$60.00
5964,2.0,2,$120.00
5965,1.0,2,$125.00
5966,1.0,2,$150.00
5967,3.0,4,$150.00
5968,2.0,4,$250.00
5969,1.0,2,$125.00
5970,1.0,2,$175.00
5971,2.0,4,$123.00
5972,1.0,2,$110.00
5973,1.0,2,$139.00
5974,1.0,2,$75.00
5975,1.0,2,$90.00
5976,2.0,2,$135.00
5977,1.0,2,$106.00
5978,1.0,2,$70.00
5979,1.0,4,$145.00
5980,2.0,2,$250.00
5981,4.0,5,$195.00
5982,2.0,2,$80.00
5983,2.0,4,$250.00
5984,2.0,4,$110.00
5985,1.0,1,$36.00
5986,1.0,2,$50.00
5987,2.0,4,$275.00
5988,3.0,4,$140.00
5989,1.0,2,$63.00
5990,2.0,4,$200.00
5991,3.0,4,$175.00
5992,1.0,2,$80.00
5993,4.0,5,$169.00
5994,1.0,4,$220.00
5995,1.0,2,$95.00
5996,2.0,4,$210.00
5997,5.0,5,$200.00
5998,0.0,4,$400.00
5999,1.0,2,$60.00
6000,2.0,4,$220.00
6001,3.0,4,$250.00
6002,2.0,2,$80.00
6003,2.0,3,$60.00
6004,2.0,4,$162.00
6005,2.0,4,$115.00
6006,2.0,4,$179.00
6007,4.0,4,$240.00
6008,1.0,2,$135.71
6009,4.0,4,$119.00
6010,1.0,3,$290.00
6011,2.0,2,$153.00
6012,2.0,4,$234.00
6013,1.0,2,$95.00
6014,1.0,2,$43.00
6015,1.0,2,$75.00
6016,1.0,2,$110.00
6017,4.0,4,$175.00
6018,2.0,4,$150.00
6019,2.0,2,$103.00
6020,1.0,2,$100.00
6021,1.0,2,$74.00
6022,4.0,4,$150.00
6023,5.0,7,$279.00
6024,2.0,2,$125.00
6025,1.0,2,$80.00
6026,3.0,4,$175.00
6027,1.0,2,$131.00
6028,1.0,2,$79.00
6029,2.0,4,$185.00
6030,1.0,2,$180.00
6031,1.0,2,$180.00
6032,5.0,4,$225.00
6033,1.0,2,$149.00
6034,1.0,2,$100.00
6035,2.0,2,$79.00
6036,1.0,2,$105.00
6037,2.0,2,$175.00
6038,1.0,2,$100.00
6039,2.0,4,$229.00
6040,8.0,4,$160.00
6041,1.0,4,$162.00
6042,3.0,4,$310.00
6043,2.0,4,$120.00
6044,2.0,4,$170.00
6045,3.0,5,$150.00
6046,1.0,2,$65.00
6047,2.0,4,$100.00
6048,4.0,4,$175.00
6049,2.0,4,$120.00
6050,2.0,3,$190.00
6051,2.0,2,$92.00
6052,1.0,2,$90.00
6053,4.0,4,$175.00
6054,1.0,2,$115.00
6055,3.0,3,$150.00
6056,2.0,4,$122.00
6057,1.0,4,$94.00
6058,1.0,2,$145.00
6059,4.0,4,$150.00
6060,1.0,1,$50.00
6061,1.0,2,$213.00
6062,1.0,2,$60.00
6063,1.0,2,$80.00
6064,1.0,4,$114.00
6065,1.0,2,$102.00
6066,1.0,2,$90.00
6067,5.0,4,$185.00
6068,1.0,2,$225.00
6069,1.0,4,$200.00
6070,1.0,2,$180.00
6071,2.0,4,$125.00
6072,1.0,2,$189.00
6073,1.0,2,$110.00
6074,1.0,3,$124.00
6075,4.0,4,$175.00
6076,2.0,4,$140.00
6077,2.0,4,$100.00
6078,0.0,2,$65.00
6079,1.0,2,$227.00
6080,3.0,4,$282.00
6081,2.0,4,$149.00
6082,0.0,2,$99.00
6083,1.0,2,$120.00
6084,2.0,2,$150.00
6085,1.0,2,$90.00
6086,1.0,2,$130.00
6087,3.0,4,$130.00
6088,1.0,2,$65.00
6089,1.0,2,$150.00
6090,2.0,4,$200.00
6091,2.0,4,$100.00
6092,2.0,4,$164.00
6093,3.0,4,$175.00
6094,1.0,2,$110.00
6095,1.0,2,$90.00
6096,2.0,3,$135.00
6097,1.0,2,$141.00
6098,1.0,3,$149.00
6099,3.0,4,$193.00
6100,1.0,2,$106.00
6101,1.0,2,$100.00
6102,0.0,4,$120.00
6103,1.0,2,$111.00
6104,4.0,3,$155.00
6105,1.0,2,$220.00
6106,1.0,2,$170.00
6107,1.0,2,$140.00
6108,1.0,2,$150.00
6109,1.0,2,$95.00
6110,1.0,2,$100.00
6111,4.0,4,$90.00
6112,2.0,3,$180.00
6113,0.0,2,$145.00
6114,1.0,2,$140.00
6115,2.0,4,$200.00
6116,3.0,2,$155.00
6117,4.0,4,$230.00
6118,1.0,2,$70.00
6119,1.0,2,$75.00
6120,2.0,4,$199.00
6121,1.0,2,$80.00
6122,3.0,4,$149.00
6123,1.0,2,$135.00
6124,2.0,2,$150.00
6125,2.0,4,$130.00
6126,3.0,4,$299.00
6127,3.0,4,$450.00
6128,3.0,4,$200.00
6129,4.0,4,$250.00
6130,1.0,2,$100.00
6131,1.0,4,$211.00
6132,2.0,4,$215.00
6133,1.0,2,$79.00
6134,1.0,2,$41.00
6135,3.0,4,$295.00
6136,3.0,4,$77.00
6137,3.0,6,$220.00
6138,2.0,4,$210.00
6139,4.0,5,$199.00
6140,4.0,4,$330.00
6141,1.0,1,$40.00
6142,4.0,5,$400.00
6143,4.0,4,$200.00
6144,3.0,2,$55.00
6145,1.0,2,$96.00
6146,3.0,4,$139.00
6147,1.0,2,$112.00
6148,2.0,2,$60.00
6149,1.0,2,$31.00
6150,1.0,2,$135.00
6151,1.0,2,$68.00
6152,1.0,2,$55.00
6153,1.0,2,$165.00
6154,2.0,4,$120.00
6155,2.0,4,$135.00
6156,1.0,2,$104.00
6157,1.0,2,$80.00
6158,1.0,1,$61.00
6159,2.0,4,$150.00
6160,1.0,2,$126.00
6161,1.0,4,$150.00
6162,4.0,4,$175.00
6163,2.0,4,$60.00
6164,2.0,3,$110.00
6165,3.0,4,$75.00
6166,2.0,4,$125.00
6167,4.0,4,$180.00
6168,1.0,2,$79.00
6169,2.0,3,$100.00
6170,1.0,2,$55.00
6171,1.0,2,$90.00
6172,2.0,4,$229.00
6173,1.0,2,$105.00
6174,1.0,2,$99.00
6175,1.0,2,$95.00
6176,2.0,4,$188.00
6177,6.0,4,$250.00
6178,1.0,2,$80.00
6179,1.0,2,$130.00
6180,1.0,2,$66.00
6181,2.0,4,$260.00
6182,4.0,8,$213.00
6183,2.0,4,$254.00
6184,2.0,3,$89.00
6185,3.0,4,$230.00
6186,1.0,2,$85.00
6187,3.0,4,$180.00
6188,4.0,4,$122.00
6189,1.0,2,$45.00
6190,3.0,4,$99.00
6191,1.0,2,$50.00
6192,2.0,4,$166.00
6193,1.0,2,$45.00
6194,1.0,2,$95.00
6195,2.0,4,$400.00
6196,5.0,5,$180.00
6197,1.0,2,$199.00
6198,2.0,4,$120.00
6199,2.0,4,$140.00
6200,1.0,2,$99.00
6201,3.0,4,$224.00
6202,1.0,2,$100.00
6203,2.0,4,$229.00
6204,1.0,2,$149.00
6205,1.0,2,$299.00
6206,2.0,4,$229.00
6207,1.0,2,$150.00
6208,2.0,4,$150.00
6209,5.0,5,$120.00
6210,2.0,4,$180.00
6211,4.0,4,$225.00
6212,1.0,2,$135.00
6213,3.0,4,$207.00
6214,1.0,2,$81.00
6215,2.0,4,$200.00
6216,2.0,2,$110.00
6217,6.0,4,$150.00
6218,4.0,4,$198.00
6219,2.0,4,$137.00
6220,1.0,2,$90.00
6221,1.0,2,$149.00
6222,1.0,2,$75.00
6223,0.0,2,$110.00
6224,1.0,2,$55.00
6225,1.0,2,$192.57
6226,2.0,4,$125.00
6227,1.0,2,$129.00
6228,2.0,3,$108.00
6229,1.0,2,$145.00
6230,3.0,6,$500.00
6231,6.0,6,$140.00
6232,2.0,4,$125.00
6233,1.0,2,$125.00
6234,1.0,2,$89.43
6235,1.0,2,$75.00
6236,2.0,2,$50.00
6237,2.0,4,$97.00
6238,1.0,2,$120.00
6239,2.0,3,$155.00
6240,2.0,4,$150.00
6241,1.0,2,$34.00
6242,1.0,1,$60.00
6243,3.0,4,$110.00
6244,4.0,4,$295.00
6245,4.0,4,$125.00
6246,1.0,1,$35.00
6247,1.0,4,$130.00
6248,1.0,2,$100.00
6249,0.0,3,$300.00
6250,1.0,2,$80.00
6251,1.0,2,$120.00
6252,1.0,2,$80.00
6253,1.0,2,$80.00
6254,1.0,2,$90.00
6255,3.0,3,$140.00
6256,1.0,2,$95.00
6257,2.0,4,$85.00
6258,3.0,2,$126.00
6259,1.0,2,$145.00
6260,4.0,6,$120.00
6261,1.0,2,$190.00
6262,1.0,2,$110.00
6263,3.0,4,$125.00
6264,4.0,4,$131.00
6265,1.0,2,$135.00
6266,3.0,4,$63.00
6267,2.0,4,$299.00
6268,1.0,2,$95.00
6269,1.0,2,$280.00
6270,3.0,4,$220.00
6271,2.0,4,$150.00
6272,2.0,4,$200.00
6273,1.0,2,$100.00
6274,1.0,2,$114.00
6275,1.0,2,$103.00
6276,4.0,8,$650.00
6277,1.0,2,$85.00
6278,2.0,2,$120.00
6279,2.0,4,$150.00
6280,3.0,7,$150.00
6281,1.0,2,$92.00
6282,1.0,2,$140.00
6283,4.0,4,$271.00
6284,2.0,4,$111.00
6285,2.0,4,$160.00
6286,1.0,2,$132.00
6287,2.0,4,$158.00
6288,2.0,4,$180.00
6289,1.0,2,$86.00
6290,1.0,2,$55.00
6291,1.0,2,$100.00
6292,2.0,3,$160.00
6293,1.0,2,$130.00
6294,2.0,2,$119.00
6295,1.0,1,$43.00
6296,1.0,2,$95.00
6297,3.0,4,$139.00
6298,1.0,2,$120.00
6299,2.0,2,$261.00
6300,7.0,5,$290.00
6301,1.0,2,$120.00
6302,1.0,2,$90.00
6303,1.0,2,$98.00
6304,3.0,5,$180.00
6305,2.0,3,$80.00
6306,1.0,2,$69.00
6307,1.0,2,$80.00
6308,3.0,4,$235.00
6309,1.0,2,$150.00
6310,1.0,3,$60.00
6311,4.0,4,$320.00
6312,1.0,3,$100.00
6313,1.0,2,$75.00
6314,1.0,2,$111.00
6315,1.0,2,$75.00
6316,3.0,4,$175.00
6317,5.0,4,$126.00
6318,5.0,5,$401.00
6319,4.0,6,$97.00
6320,1.0,2,$120.00
6321,1.0,2,$225.00
6322,1.0,2,$99.00
6323,3.0,4,$389.00
6324,1.0,2,$99.00
6325,2.0,4,$150.00
6326,4.0,4,$350.00
6327,1.0,2,$150.00
6328,2.0,4,$120.00
6329,1.0,2,$163.00
6330,2.0,4,$150.00
6331,4.0,4,$200.00
6332,1.0,2,$100.00
6333,1.0,2,$75.00
6334,4.0,6,$299.00
6335,2.0,4,$264.00
6336,1.0,2,$122.14
6337,1.0,2,$80.00
6338,0.0,3,$175.00
6339,3.0,4,$156.00
6340,2.0,4,$160.00
6341,2.0,3,$83.00
6342,1.0,2,$150.00
6343,1.0,2,$110.00
6344,1.0,2,$153.00
6345,5.0,6,$115.00
6346,1.0,2,$225.00
6347,1.0,1,$90.00
6348,5.0,4,$179.00
6349,3.0,4,$250.00
6350,1.0,2,$90.00
6351,1.0,2,$110.00
6352,2.0,3,$200.00
6353,8.0,4,$500.00
6354,1.0,2,$165.00
6355,2.0,4,$350.00
6356,1.0,2,$65.00
6357,2.0,3,$50.00
6358,1.0,2,$95.00
6359,1.0,2,$116.00
6360,3.0,4,$225.00
6361,1.0,2,$210.00
6362,1.0,2,$106.00
6363,3.0,4,$139.00
6364,1.0,2,$145.00
6365,1.0,2,$47.00
6366,1.0,2,$90.00
6367,1.0,2,$85.00
6368,1.0,2,$90.00
6369,4.0,4,$129.00
6370,3.0,2,$110.00
6371,1.0,2,$49.00
6372,1.0,2,$95.00
6373,2.0,4,$175.00
6374,1.0,2,$230.00
6375,1.0,2,$125.00
6376,1.0,2,$150.00
6377,4.0,5,$421.00
6378,1.0,2,$100.00
6379,1.0,2,$145.00
6380,1.0,2,$129.00
6381,1.0,2,$100.00
6382,3.0,4,$120.00
6383,2.0,4,$214.00
6384,1.0,2,$110.00
6385,3.0,4,$275.00
6386,1.0,2,$130.00
6387,3.0,4,$107.00
6388,2.0,4,$125.00
6389,1.0,2,$126.00
6390,2.0,3,$124.00
6391,1.0,2,$115.00
6392,1.0,2,$37.00
6393,4.0,5,$129.00
6394,1.0,2,$100.00
6395,1.0,2,$60.00
6396,2.0,2,$94.00
6397,1.0,2,$100.00
6398,2.0,4,$110.00
6399,1.0,2,$100.00
6400,1.0,2,$98.00
6401,1.0,2,$85.00
6402,1.0,2,$80.00
6403,3.0,4,$280.00
6404,1.0,2,$85.00
6405,3.0,2,$95.00
6406,1.0,1,$89.00
6407,1.0,2,$99.00
6408,0.0,2,$135.00
6409,1.0,2,$100.00
6410,2.0,4,$170.00
6411,1.0,2,$99.00
6412,2.0,4,$38.00
6413,1.0,2,$99.00
6414,1.0,2,$130.00
6415,1.0,2,$250.00
6416,1.0,2,$125.00
6417,1.0,2,$150.00
6418,1.0,2,$240.00
6419,1.0,2,$125.00
6420,2.0,4,$420.00
6421,2.0,4,$111.00
6422,1.0,2,$158.00
6423,2.0,4,$175.00
6424,2.0,3,$125.00
6425,1.0,2,$69.00
6426,2.0,4,$131.00
6427,2.0,4,$150.00
6428,2.0,3,$298.00
6429,2.0,3,$123.00
6430,2.0,2,$85.00
6431,2.0,3,$66.00
6432,1.0,2,$64.00
6433,1.0,2,$80.00
6434,1.0,2,$100.00
6435,1.0,2,$60.00
6436,1.0,2,$179.00
6437,1.0,2,$120.00
6438,2.0,4,$120.00
6439,2.0,2,$99.00
6440,3.0,4,$559.00
6441,1.0,2,$75.00
6442,1.0,4,$99.00
6443,1.0,2,$50.00
6444,3.0,4,$110.00
6445,2.0,2,$120.00
6446,1.0,2,$92.00
6447,1.0,2,$300.00
6448,1.0,2,$103.00
6449,1.0,2,$90.00
6450,2.0,2,$150.00
6451,1.0,3,$138.00
6452,1.0,2,$133.00
6453,2.0,2,$55.00
6454,1.0,2,$120.00
6455,1.0,2,$33.00
6456,1.0,2,$140.00
6457,2.0,2,$85.00
6458,1.0,2,$102.00
6459,1.0,2,$60.00
6460,2.0,4,$205.00
6461,2.0,3,$90.00
6462,2.0,4,$265.00
6463,1.0,2,$85.00
6464,1.0,2,$90.00
6465,1.0,2,$159.00
6466,2.0,4,$240.00
6467,2.0,4,$122.00
6468,1.0,2,$85.00
6469,2.0,4,$49.00
6470,1.0,4,$80.00
6471,1.0,2,$119.00
6472,1.0,2,$99.00
6473,0.0,2,$100.00
6474,2.0,3,$123.00
6475,1.0,2,$150.00
6476,1.0,2,$120.00
6477,1.0,2,$150.00
6478,1.0,2,$80.00
6479,1.0,2,$130.00
6480,4.0,4,$100.00
6481,2.0,4,$89.00
6482,2.0,4,$135.00
6483,3.0,3,$190.00
6484,1.0,2,$125.00
6485,2.0,4,$400.00
6486,1.0,2,$138.00
6487,2.0,4,$175.00
6488,1.0,2,$140.00
6489,4.0,5,$199.00
6490,1.0,2,$110.00
6491,2.0,4,$148.00
6492,2.0,2,$75.00
6493,1.0,2,$175.00
6494,2.0,3,$143.00
6495,1.0,2,$225.00
6496,3.0,6,$140.00
6497,1.0,2,$69.00
6498,3.0,6,$200.00
6499,1.0,1,$50.00
6500,3.0,4,$90.00
6501,1.0,2,$95.00
6502,1.0,2,$157.00
6503,2.0,4,$95.00
6504,1.0,2,$125.00
6505,1.0,2,$109.00
6506,1.0,2,$75.00
6507,1.0,4,$250.00
6508,3.0,2,$95.00
6509,2.0,4,$246.00
6510,2.0,4,$223.00
6511,2.0,4,$130.00
6512,1.0,2,$120.00
6513,1.0,3,$35.00
6514,1.0,2,$194.00
6515,3.0,3,$240.00
6516,1.0,2,$120.00
6517,1.0,3,$120.00
6518,2.0,2,$80.00
