,beds,accommodates,price
14675,1.0,2,$100.00
14676,1.0,2,$118.00
14677,2.0,4,$164.29
14678,1.0,2,$137.00
14679,1.0,2,$66.00
14680,1.0,2,$120.00
14681,1.0,1,$50.00
14682,1.0,2,$79.00
14683,2.0,4,$150.00
14684,2.0,3,$160.00
14685,3.0,4,$260.00
14686,3.0,4,$438.00
14687,2.0,4,$350.00
14688,1.0,2,$74.00
14689,2.0,4,$250.00
14690,1.0,2,$250.00
14691,2.0,4,$60.00
14692,1.0,2,$125.00
14693,2.0,4,$118.00
14694,1.0,2,$150.00
14695,1.0,2,$120.00
14696,1.0,2,$83.00
14697,3.0,4,$200.00
14698,3.0,5,$299.00
14699,1.0,2,$150.00
14700,2.0,4,$194.00
14701,2.0,4,$250.00
14702,1.0,2,$137.00
14703,2.0,4,$900.00
14704,2.0,2,$82.00
14705,2.0,3,$114.00
14706,1.0,2,$55.00
14707,1.0,4,$200.00
14708,1.0,2,$86.00
14709,1.0,4,$175.00
14710,1.0,2,$55.00
14711,2.0,4,$300.00
14712,2.0,4,$52.86
14713,1.0,2,$63.00
14714,3.0,4,$200.00
14715,1.0,2,$150.00
14716,2.0,2,$125.00
14717,3.0,4,$140.00
14718,1.0,1,$24.00
14719,1.0,2,$53.00
14720,1.0,1,$23.00
14721,1.0,1,$16.00
14722,1.0,1,$21.00
14723,1.0,1,$49.00
14724,1.0,2,$172.00
14725,1.0,1,$51.00
14726,1.0,2,$167.00
14727,2.0,4,$90.00
14728,1.0,2,$200.00
14729,1.0,2,$125.00
14730,1.0,2,$58.00
14731,2.0,4,$136.00
14732,1.0,2,$200.00
14733,3.0,5,$350.00
14734,2.0,4,$100.00
14735,4.0,4,$130.00
14736,1.0,2,$50.00
14737,1.0,2,$92.00
14738,2.0,4,$150.00
14739,1.0,2,$119.00
14740,2.0,4,$300.00
14741,1.0,2,$130.00
14742,1.0,2,$145.00
14743,1.0,2,$30.00
14744,2.0,4,$220.00
14745,1.0,3,$89.00
14746,1.0,2,$45.00
14747,1.0,2,$110.00
14748,1.0,2,$120.00
14749,2.0,4,$239.29
14750,2.0,4,$196.00
14751,0.0,2,$49.00
14752,2.0,3,$125.00
14753,1.0,2,$70.00
14754,1.0,2,$218.00
14755,1.0,2,$158.00
14756,5.0,4,$299.00
14757,1.0,2,$50.00
14758,3.0,3,$100.00
14759,1.0,2,$119.00
14760,1.0,2,$105.00
14761,4.0,4,$70.00
14762,4.0,4,$200.00
14763,1.0,2,$130.00
14764,1.0,2,$60.00
14765,1.0,2,$45.00
14766,1.0,2,$180.00
14767,1.0,2,$125.00
14768,1.0,4,$175.00
14769,1.0,2,$68.00
14770,3.0,4,$250.00
14771,2.0,4,$250.00
14772,1.0,2,$100.00
14773,6.0,5,$200.00
14774,1.0,2,$58.00
14775,1.0,2,$81.00
14776,2.0,2,$90.00
14777,1.0,2,$350.00
14778,1.0,2,$40.00
14779,1.0,2,$180.00
14780,1.0,2,$126.00
14781,2.0,4,$425.00
14782,2.0,6,$290.00
14783,1.0,2,$135.00
14784,2.0,2,$100.00
14785,1.0,1,$70.00
14786,4.0,3,$150.00
14787,1.0,2,$118.00
14788,1.0,2,$136.00
14789,1.0,2,$98.00
14790,1.0,2,$134.00
14791,3.0,6,$180.00
14792,1.0,2,$140.00
14793,1.0,2,$126.00
14794,1.0,2,$142.00
14795,1.0,2,$131.00
14796,2.0,2,$230.00
14797,2.0,4,$191.00
14798,2.0,4,$229.00
14799,2.0,4,$196.00
14800,2.0,4,$202.00
14801,3.0,6,$262.00
14802,3.0,6,$289.00
14803,2.0,4,$201.00
14804,1.0,2,$100.00
14805,1.0,2,$41.14
14806,2.0,4,$155.00
14807,1.0,2,$225.00
14808,1.0,2,$41.00
14809,1.0,2,$73.00
14810,1.0,2,$45.00
14811,1.0,2,$65.00
14812,1.0,2,$55.00
14813,2.0,4,$165.00
14814,1.0,2,$90.00
14815,1.0,4,$150.00
14816,0.0,2,$60.00
14817,1.0,2,$240.00
14818,5.0,4,$225.00
14819,1.0,2,$125.00
14820,2.0,4,$250.00
14821,1.0,2,$167.00
14822,1.0,2,$60.00
14823,2.0,4,$170.00
14824,4.0,4,$200.00
14825,1.0,4,$75.00
14826,1.0,3,$77.00
14827,3.0,4,$235.71
14828,2.0,4,$200.00
14829,2.0,4,$100.00
14830,1.0,2,$160.00
14831,1.0,2,$178.86
14832,1.0,2,$80.00
14833,1.0,2,$150.14
14834,5.0,6,$239.00
14835,1.0,2,$140.00
14836,1.0,2,$170.00
14837,1.0,2,$210.00
14838,2.0,4,$250.00
14839,1.0,2,$72.00
14840,2.0,2,$73.00
14841,2.0,3,$199.00
14842,3.0,4,$190.00
14843,2.0,2,$250.00
14844,1.0,2,$175.00
14845,1.0,2,$130.00
14846,2.0,4,$126.00
14847,3.0,3,$140.00
14848,1.0,2,$140.00
14849,2.0,4,$210.00
14850,3.0,4,$275.00
14851,3.0,4,$220.00
14852,2.0,4,$199.00
14853,3.0,3,$160.00
14854,2.0,4,$285.00
14855,2.0,4,$325.00
14856,1.0,2,$66.00
14857,4.0,4,$200.00
14858,1.0,2,$150.00
14859,2.0,4,$200.00
14860,5.0,4,$150.00
14861,1.0,2,$41.81
14862,1.0,2,$50.00
14863,0.0,2,$60.00
14864,2.0,4,$183.00
14865,1.0,2,$50.00
14866,2.0,4,$120.00
14867,1.0,2,$500.00
14868,2.0,4,$448.00
14869,4.0,4,$171.00
14870,2.0,4,$195.00
14871,2.0,4,$160.00
14872,1.0,4,$181.00
14873,1.0,2,$130.00
14874,1.0,2,$75.00
14875,1.0,2,$102.00
14876,1.0,2,$175.00
14877,2.0,4,$80.00
14878,1.0,2,$144.57
14879,2.0,3,$150.00
14880,1.0,4,$99.00
14881,3.0,3,$265.00
14882,1.0,3,$65.00
14883,1.0,2,$198.00
14884,2.0,4,$207.00
14885,2.0,5,$187.00
14886,1.0,2,$100.00
14887,1.0,2,$150.00
14888,2.0,4,$220.00
14889,1.0,2,$190.00
14890,1.0,2,$125.00
14891,1.0,2,$230.00
14892,1.0,2,$100.00
14893,1.0,1,$21.00
14894,1.0,1,$21.00
14895,1.0,1,$26.00
14896,1.0,1,$23.00
14897,1.0,1,$26.00
14898,1.0,1,$23.00
14899,1.0,1,$25.00
14900,1.0,1,$50.00
14901,1.0,2,$58.00
14902,2.0,4,$131.00
14903,1.0,2,$63.29
14904,1.0,1,$35.00
14905,1.0,2,$180.00
14906,1.0,1,$63.00
14907,1.0,2,$135.00
14908,1.0,2,$129.00
14909,2.0,3,$165.00
14910,1.0,2,$108.00
14911,1.0,2,$50.00
14912,2.0,4,$170.00
14913,2.0,4,$180.00
14914,0.0,2,$34.00
14915,1.0,2,$140.00
14916,2.0,3,$80.00
14917,2.0,3,$150.00
14918,1.0,2,$150.00
14919,1.0,2,$61.00
14920,1.0,4,$125.00
14921,2.0,4,$178.00
14922,2.0,4,$214.00
14923,3.0,4,$150.00
14924,2.0,4,$250.00
14925,2.0,3,$153.00
14926,1.0,2,$110.00
14927,2.0,2,$45.00
14928,1.0,2,$120.00
14929,1.0,2,$120.00
14930,1.0,2,$98.00
14931,0.0,2,$120.00
14932,1.0,2,$122.00
14933,1.0,2,$40.00
14934,4.0,5,$225.00
14935,2.0,2,$160.00
14936,1.0,2,$102.00
14937,1.0,2,$149.00
14938,1.0,1,$70.00
14939,1.0,2,$220.00
14940,4.0,4,$212.00
14941,1.0,2,$100.00
14942,1.0,4,$200.00
14943,1.0,1,$95.00
14944,1.0,2,$120.00
14945,1.0,2,$85.00
14946,1.0,2,$300.00
14947,5.0,4,$250.00
14948,1.0,2,$140.00
14949,0.0,2,$250.00
14950,3.0,2,$90.00
14951,1.0,2,$129.00
14952,1.0,2,$79.00
14953,1.0,2,$48.00
14954,2.0,3,$480.00
14955,2.0,4,$180.00
14956,1.0,2,$169.00
14957,2.0,4,$180.00
14958,1.0,2,$179.00
14959,2.0,2,$75.00
14960,1.0,4,$375.00
14961,1.0,2,$42.00
14962,2.0,4,$138.00
14963,2.0,4,$300.00
14964,2.0,4,$160.00
14965,1.0,2,$81.00
14966,1.0,2,$130.00
14967,1.0,2,"$1,045.00"
14968,1.0,2,$80.00
14969,1.0,2,$130.00
14970,2.0,3,$93.00
14971,1.0,2,$150.00
14972,1.0,1,$60.00
14973,1.0,2,$100.00
14974,1.0,2,$130.00
14975,2.0,4,$150.00
14976,1.0,2,$110.00
14977,1.0,2,$65.00
14978,32.0,16,$83.00
14979,2.0,2,$130.00
14980,2.0,4,$300.00
14981,4.0,6,$200.00
14982,1.0,2,$99.00
14983,1.0,1,$50.00
14984,1.0,2,$120.00
14985,1.0,2,$114.00
14986,1.0,2,$146.00
14987,1.0,2,$30.00
14988,4.0,4,$242.00
14989,2.0,3,$199.00
14990,1.0,2,$43.00
14991,1.0,2,$170.00
14992,3.0,4,$241.00
14993,1.0,2,$200.00
14994,1.0,2,$143.00
14995,1.0,2,$111.00
14996,1.0,2,$97.00
14997,2.0,2,$95.00
14998,1.0,2,$99.00
14999,2.0,4,$300.00
15000,4.0,6,$435.00
15001,1.0,2,$133.00
15002,1.0,2,$48.00
15003,2.0,2,$120.00
15004,3.0,4,$206.00
15005,3.0,2,$105.00
15006,3.0,4,$115.00
15007,2.0,2,$96.00
15008,2.0,2,$80.00
15009,2.0,2,$110.00
15010,2.0,4,$180.00
15011,2.0,3,$160.00
15012,1.0,2,$125.00
15013,4.0,6,$499.00
15014,1.0,1,$146.00
15015,1.0,2,$148.00
15016,1.0,2,$75.00
15017,2.0,4,$111.00
15018,3.0,4,$100.00
15019,1.0,3,$120.00
15020,4.0,4,$175.00
15021,5.0,4,$220.00
15022,1.0,2,$200.00
15023,1.0,2,$45.00
15024,1.0,1,$74.00
15025,3.0,4,$468.00
15026,2.0,4,$300.00
15027,4.0,4,$249.00
15028,2.0,3,$150.00
15029,1.0,2,$199.00
15030,1.0,2,$100.00
15031,2.0,3,$123.00
15032,3.0,3,$175.00
15033,1.0,2,$85.00
15034,2.0,4,$200.00
15035,4.0,2,$82.00
15036,2.0,4,$269.00
15037,2.0,3,$120.00
15038,2.0,4,$210.00
15039,1.0,2,$137.00
15040,1.0,2,$85.00
15041,1.0,2,$135.00
15042,1.0,2,$127.00
15043,1.0,2,$164.00
15044,1.0,2,$170.00
15045,1.0,2,$70.00
15046,2.0,3,$150.00
15047,3.0,3,$200.00
15048,1.0,2,$80.00
15049,2.0,2,$200.00
15050,4.0,4,$70.00
15051,3.0,4,$150.00
15052,4.0,4,$150.00
15053,4.0,4,$130.00
15054,3.0,4,$230.00
15055,1.0,2,$150.00
15056,1.0,2,$90.00
15057,3.0,4,$195.00
15058,2.0,3,$175.00
15059,1.0,2,$69.00
15060,1.0,4,$195.00
15061,2.0,3,$140.00
15062,1.0,2,$75.00
15063,2.0,4,$300.00
15064,1.0,2,$54.00
15065,1.0,2,$200.00
15066,3.0,4,$160.00
15067,2.0,2,$136.00
15068,2.0,4,$250.00
15069,1.0,2,$70.00
15070,2.0,4,$217.00
15071,1.0,2,"$1,135.00"
15072,1.0,2,$89.00
15073,2.0,4,$550.00
15074,2.0,4,$225.00
15075,2.0,4,$173.00
15076,1.0,2,$110.00
15077,3.0,4,$245.00
15078,1.0,4,$175.00
15079,2.0,4,$314.00
15080,2.0,4,$249.00
15081,1.0,2,$109.00
15082,2.0,5,$320.00
15083,1.0,2,$75.00
15084,1.0,2,$100.00
15085,2.0,4,$199.00
15086,2.0,4,$175.00
15087,1.0,1,$42.00
15088,1.0,2,$228.00
15089,2.0,2,$220.00
15090,1.0,2,$33.00
15091,6.0,4,$500.00
15092,1.0,2,$185.00
15093,3.0,4,$307.00
15094,3.0,5,$270.00
15095,2.0,4,$235.00
15096,1.0,2,$120.00
15097,1.0,2,$100.00
15098,3.0,4,$231.00
15099,3.0,4,$210.00
15100,1.0,2,$132.00
15101,1.0,2,$44.00
15102,4.0,4,$83.00
15103,1.0,4,$200.00
15104,1.0,2,$100.00
15105,1.0,2,$160.00
15106,2.0,3,$124.00
15107,0.0,2,$75.00
15108,1.0,2,$73.57
15109,1.0,2,$35.00
15110,2.0,4,$260.00
15111,2.0,4,$250.00
15112,2.0,4,$192.00
15113,2.0,4,$750.00
15114,0.0,2,$120.00
15115,1.0,2,$125.00
15116,3.0,4,$109.00
15117,3.0,4,$128.00
15118,3.0,3,$137.00
15119,3.0,4,$137.00
15120,1.0,2,$165.00
15121,7.0,4,$220.00
15122,1.0,2,$62.00
15123,1.0,2,$64.00
15124,1.0,2,$150.00
15125,6.0,4,$221.00
15126,2.0,3,$120.00
15127,2.0,4,$164.00
15128,3.0,4,$85.00
15129,4.0,6,$298.00
15130,2.0,4,$127.14
15131,1.0,2,$139.00
15132,4.0,4,$75.00
15133,1.0,2,$169.00
15134,3.0,3,$99.00
15135,2.0,3,$116.00
15136,1.0,2,$150.00
15137,2.0,4,$300.00
15138,1.0,2,$110.00
15139,13.0,13,$364.00
15140,2.0,3,$275.00
15141,1.0,2,$150.00
15142,1.0,2,$175.00
15143,1.0,2,$169.00
15144,3.0,4,$140.00
15145,2.0,4,$160.00
15146,1.0,2,$90.00
15147,1.0,2,$95.00
15148,4.0,4,$180.00
15149,1.0,2,$175.00
15150,1.0,4,$188.00
15151,1.0,2,$100.00
15152,1.0,2,$210.00
15153,1.0,2,$138.57
15154,1.0,2,$195.00
15155,2.0,4,$105.00
15156,1.0,2,$76.00
15157,1.0,2,$98.00
15158,1.0,2,$55.00
15159,1.0,2,$150.00
15160,3.0,4,$200.00
15161,1.0,4,$135.00
15162,4.0,4,$129.00
15163,1.0,2,$120.00
15164,1.0,2,$100.00
15165,2.0,2,$225.00
15166,1.0,2,$150.00
15167,1.0,2,$125.00
15168,2.0,4,$130.00
15169,3.0,5,$199.00
15170,1.0,2,$89.00
15171,1.0,2,$140.00
15172,2.0,4,$279.00
15173,2.0,2,$120.00
15174,1.0,2,$50.00
15175,1.0,2,$249.00
15176,2.0,3,$29.00
15177,1.0,1,$70.00
15178,1.0,2,$200.00
15179,2.0,4,$120.00
15180,3.0,4,$250.00
15181,1.0,2,$275.00
15182,1.0,2,$69.00
15183,3.0,4,$200.00
15184,1.0,2,$105.00
15185,3.0,4,$400.00
15186,2.0,4,$270.00
15187,1.0,2,$150.00
15188,2.0,3,$150.00
15189,1.0,2,$105.00
15190,1.0,2,$300.00
15191,1.0,2,$120.00
15192,1.0,1,$50.00
15193,2.0,4,$195.00
15194,2.0,4,$275.00
15195,4.0,4,$275.00
15196,1.0,2,$105.00
15197,3.0,4,$135.00
15198,2.0,4,$275.00
15199,2.0,4,$172.00
15200,1.0,2,$175.00
15201,1.0,2,$172.00
15202,1.0,2,$142.00
15203,1.0,2,$35.00
15204,2.0,2,$74.00
15205,2.0,2,$74.00
15206,2.0,2,$74.00
15207,2.0,4,$51.00
15208,2.0,4,$202.00
15209,1.0,2,$250.00
15210,1.0,2,$125.00
15211,2.0,4,$450.00
15212,1.0,1,$90.00
15213,5.0,4,$175.00
15214,1.0,1,$55.00
15215,1.0,2,$75.00
15216,1.0,2,$200.00
15217,2.0,3,$44.00
15218,1.0,3,$200.00
15219,1.0,2,$150.00
15220,2.0,3,$209.00
15221,4.0,4,$200.00
15222,1.0,2,$100.00
15223,1.0,2,$200.00
15224,0.0,2,$799.00
15225,1.0,2,$150.00
15226,2.0,2,$80.00
15227,4.0,4,$214.00
15228,2.0,4,$149.00
15229,4.0,2,$100.00
15230,1.0,3,$100.00
15231,1.0,3,$180.00
15232,2.0,4,$80.00
15233,1.0,2,$90.00
15234,1.0,2,$100.00
15235,1.0,2,$120.00
15236,1.0,2,$24.00
15237,1.0,2,$100.00
15238,1.0,2,$86.00
15239,1.0,4,$200.00
15240,1.0,4,$78.00
15241,2.0,4,$125.00
15242,1.0,2,$150.00
15243,3.0,4,$399.00
15244,2.0,4,$300.00
15245,1.0,2,$150.00
15246,3.0,4,$149.00
15247,1.0,2,$169.00
15248,1.0,2,$100.00
15249,1.0,2,$178.00
15250,2.0,6,$350.00
15251,2.0,4,$150.00
15252,2.0,4,$255.00
15253,1.0,2,$150.00
15254,1.0,2,$148.00
15255,1.0,2,$125.00
15256,3.0,4,$120.00
15257,2.0,4,$413.00
15258,0.0,2,$200.00
15259,1.0,2,$200.00
15260,2.0,2,$112.00
15261,1.0,2,$165.00
15262,1.0,2,$160.00
15263,4.0,4,$80.00
15264,4.0,4,$160.00
15265,1.0,2,$261.00
15266,2.0,3,$79.00
15267,1.0,2,$33.00
15268,1.0,2,$64.00
15269,1.0,2,$65.00
15270,1.0,2,$118.00
15271,0.0,2,$65.00
15272,3.0,4,$199.00
15273,1.0,2,$54.86
15274,3.0,4,$156.00
15275,2.0,4,$200.00
15276,1.0,2,$155.00
15277,2.0,2,$87.00
15278,1.0,2,$72.00
15279,1.0,2,$220.00
15280,3.0,4,$280.00
15281,1.0,2,$120.00
15282,1.0,2,$145.00
15283,1.0,2,$95.00
15284,4.0,5,$289.00
15285,2.0,3,$250.00
15286,4.0,6,$450.00
15287,1.0,2,$89.00
15288,1.0,2,$275.00
15289,1.0,2,$195.00
15290,1.0,2,$100.00
15291,1.0,3,$135.00
15292,2.0,4,$159.00
15293,1.0,2,$200.00
15294,1.0,1,$55.00
15295,2.0,5,$495.00
15296,3.0,4,$250.00
15297,2.0,4,$92.00
15298,2.0,4,$230.00
15299,11.0,12,$330.00
15300,1.0,2,$130.00
15301,2.0,4,$400.00
15302,1.0,2,$150.00
15303,2.0,2,$150.00
15304,1.0,2,$114.00
15305,1.0,2,$135.00
15306,1.0,2,$120.00
15307,1.0,2,$150.00
15308,1.0,2,$65.00
15309,1.0,2,$200.00
15310,1.0,2,$200.00
15311,1.0,2,$55.00
15312,3.0,6,$700.00
15313,1.0,2,$90.00
15314,1.0,1,$28.00
15315,1.0,2,$89.00
15316,1.0,4,$108.00
15317,4.0,3,$125.00
15318,5.0,5,$125.00
15319,2.0,4,$250.00
15320,1.0,2,$240.00
15321,2.0,4,$170.00
15322,2.0,2,$106.00
15323,2.0,4,$80.00
15324,2.0,4,$129.00
15325,32.0,16,$83.00
15326,3.0,4,$250.00
15327,1.0,2,$150.00
15328,5.0,4,$200.00
15329,2.0,4,$150.00
15330,1.0,2,$130.00
15331,3.0,4,$59.00
15332,1.0,2,$75.00
15333,1.0,2,$50.00
15334,2.0,4,$220.00
15335,1.0,3,$199.00
15336,1.0,2,$126.00
15337,2.0,4,$121.00
15338,3.0,4,$200.00
15339,1.0,2,$200.00
15340,3.0,4,$140.00
15341,1.0,3,$275.00
15342,1.0,2,$80.00
15343,4.0,5,$140.00
15344,1.0,2,$82.00
15345,2.0,3,$140.00
15346,2.0,4,$229.00
15347,1.0,2,$150.00
15348,1.0,2,$129.00
15349,2.0,4,$175.00
15350,1.0,2,$140.00
15351,1.0,2,$159.00
15352,1.0,2,$150.00
15353,2.0,4,$260.00
15354,1.0,2,$99.00
15355,1.0,2,$250.00
15356,2.0,4,$175.00
15357,1.0,2,$70.00
15358,1.0,2,$121.00
15359,2.0,3,$180.29
15360,1.0,2,$70.00
15361,1.0,2,$150.00
15362,1.0,3,$69.00
15363,2.0,3,$140.00
15364,1.0,2,$153.00
15365,2.0,3,$180.00
15366,3.0,4,$325.00
15367,3.0,4,$80.00
15368,1.0,2,$139.00
15369,1.0,2,$120.00
15370,1.0,2,$125.00
15371,2.0,4,$180.00
15372,4.0,4,$325.00
15373,2.0,4,$240.00
15374,1.0,2,$199.00
15375,1.0,2,$65.00
15376,2.0,4,$225.00
15377,2.0,3,$97.00
15378,1.0,2,$100.00
15379,1.0,3,$57.00
15380,1.0,2,$200.00
15381,2.0,3,$225.00
15382,1.0,2,$200.00
15383,1.0,1,$80.00
15384,2.0,2,$200.00
15385,2.0,4,$280.00
15386,2.0,2,$90.00
15387,4.0,6,$275.00
15388,1.0,2,$199.00
15389,2.0,2,$56.00
15390,1.0,2,$150.00
15391,1.0,2,$65.00
15392,1.0,2,$106.00
15393,5.0,5,$200.00
15394,1.0,2,$94.00
15395,2.0,4,$300.00
15396,1.0,2,$160.00
15397,2.0,3,$225.00
15398,1.0,3,$105.00
15399,1.0,2,$130.00
15400,1.0,1,$29.00
15401,1.0,2,$190.00
15402,2.0,3,$171.00
15403,1.0,2,$80.00
15404,1.0,2,$121.00
15405,4.0,5,$425.00
15406,4.0,4,$149.00
15407,2.0,4,$199.00
15408,1.0,2,$138.00
15409,1.0,2,$220.00
15410,1.0,2,$157.57
15411,1.0,2,$37.00
15412,2.0,3,$25.00
15413,1.0,2,$94.00
15414,2.0,5,$200.00
15415,2.0,4,$264.00
15416,3.0,4,$400.00
15417,2.0,4,$140.00
15418,1.0,2,$109.00
15419,1.0,4,$190.00
15420,1.0,2,$180.00
15421,1.0,2,$65.00
15422,1.0,2,$150.00
15423,1.0,2,$110.00
15424,1.0,2,$182.14
15425,2.0,4,$150.00
15426,5.0,6,$325.00
15427,2.0,4,$236.00
15428,3.0,4,$135.00
15429,1.0,2,$40.00
15430,4.0,4,$200.00
15431,1.0,2,$110.00
15432,1.0,2,$134.00
15433,1.0,4,$125.00
15434,1.0,2,$150.00
15435,1.0,2,$150.00
15436,2.0,2,$283.57
15437,1.0,2,$225.00
15438,1.0,2,$150.00
15439,1.0,2,$145.00
15440,1.0,2,$80.00
15441,3.0,4,$349.00
15442,3.0,4,$120.00
15443,1.0,2,$70.00
15444,2.0,4,$140.00
15445,1.0,2,$90.00
15446,1.0,2,$130.00
15447,4.0,4,$200.00
15448,2.0,4,$149.00
15449,2.0,3,$150.00
15450,1.0,2,$98.00
15451,2.0,4,$199.00
15452,3.0,4,$200.00
15453,2.0,3,$180.00
15454,4.0,4,$329.00
15455,1.0,2,$145.00
15456,1.0,2,$149.00
15457,2.0,2,$120.00
15458,1.0,2,$179.00
15459,1.0,3,$159.00
15460,2.0,4,$180.00
15461,2.0,4,$150.00
15462,3.0,4,$228.00
15463,1.0,2,$137.00
15464,1.0,2,$90.00
15465,3.0,4,$300.00
15466,1.0,4,$149.00
15467,2.0,3,$140.00
15468,2.0,4,$199.00
15469,3.0,3,$135.00
15470,1.0,2,$139.00
15471,1.0,2,$150.00
15472,1.0,2,$39.00
15473,1.0,2,$75.00
15474,3.0,4,$122.00
15475,2.0,2,$100.00
15476,1.0,2,$120.00
15477,4.0,4,$250.00
15478,3.0,4,$516.00
15479,1.0,3,$195.00
15480,1.0,2,$110.00
15481,2.0,4,$350.00
15482,1.0,4,$225.00
15483,1.0,4,$175.00
15484,4.0,4,$232.00
15485,2.0,3,$131.00
15486,1.0,2,$150.00
15487,2.0,3,$120.00
15488,2.0,4,$149.00
15489,4.0,4,$210.00
15490,1.0,2,$130.00
15491,1.0,1,$80.00
15492,11.0,12,$160.00
15493,1.0,2,$180.00
15494,2.0,4,$155.00
15495,2.0,4,"$1,000.00"
15496,1.0,2,$139.00
15497,1.0,3,$125.00
15498,1.0,1,$59.00
15499,1.0,2,$66.00
15500,5.0,5,$185.00
15501,2.0,4,$150.00
15502,1.0,2,$200.00
15503,3.0,4,$250.00
15504,1.0,2,$190.00
15505,4.0,4,$250.00
15506,1.0,2,$100.00
15507,2.0,4,$250.00
15508,1.0,3,$130.00
15509,2.0,3,$95.00
15510,1.0,2,$110.00
15511,0.0,2,$60.00
15512,1.0,2,$79.00
15513,2.0,4,$175.00
15514,1.0,2,$130.00
15515,2.0,4,$175.00
15516,2.0,4,$329.00
15517,1.0,2,$125.00
15518,2.0,4,$300.00
15519,1.0,2,$94.00
15520,1.0,2,$50.00
15521,1.0,2,$150.00
15522,5.0,4,$225.00
15523,1.0,2,$150.00
15524,1.0,4,$167.00
15525,1.0,2,$110.00
15526,3.0,4,$750.00
15527,1.0,2,$149.00
15528,1.0,2,$130.00
15529,1.0,2,$109.00
15530,1.0,2,$134.00
15531,1.0,2,$142.00
15532,1.0,2,$111.00
15533,4.0,4,$120.00
15534,2.0,4,$325.00
15535,1.0,2,$140.00
15536,2.0,2,$436.00
15537,1.0,2,$145.00
15538,1.0,4,$106.00
15539,1.0,2,$130.00
15540,1.0,2,$80.00
15541,2.0,4,$300.00
15542,2.0,2,$95.00
15543,1.0,2,$50.00
15544,4.0,5,$395.00
15545,1.0,2,$100.00
15546,1.0,2,$185.00
15547,2.0,4,$295.00
15548,1.0,2,$200.00
15549,1.0,2,$299.00
15550,6.0,4,$350.00
15551,2.0,4,$140.00
15552,2.0,4,$200.00
15553,4.0,4,$175.00
15554,1.0,2,$50.00
15555,1.0,2,$80.00
15556,1.0,2,$114.00
15557,0.0,2,$150.00
15558,2.0,4,$250.00
15559,3.0,5,$300.00
15560,4.0,6,$358.00
15561,2.0,4,$265.00
15562,5.0,7,$299.00
15563,4.0,4,$146.00
15564,1.0,2,$200.00
15565,2.0,4,$109.00
15566,1.0,2,$85.00
15567,3.0,4,$235.00
15568,1.0,2,$350.00
15569,4.0,6,$195.00
15570,5.0,10,$400.00
15571,1.0,2,$500.00
15572,1.0,2,$130.00
15573,1.0,2,$119.00
15574,1.0,2,$189.00
15575,1.0,2,$230.00
15576,1.0,2,$70.00
15577,1.0,2,$95.00
15578,2.0,4,$230.00
15579,2.0,4,$298.00
15580,1.0,2,$49.00
15581,1.0,1,$80.00
15582,1.0,2,$80.00
15583,2.0,3,$168.00
15584,1.0,2,$194.00
15585,5.0,4,$225.00
15586,1.0,2,$120.00
15587,1.0,2,$140.00
15588,5.0,5,$175.00
15589,2.0,3,$180.00
15590,2.0,2,$80.00
15591,2.0,4,$420.00
15592,1.0,2,$150.00
15593,2.0,4,$111.00
15594,2.0,3,$115.00
15595,1.0,2,$130.00
15596,2.0,4,$175.00
15597,1.0,4,$180.00
15598,2.0,4,$200.00
15599,5.0,6,$200.00
15600,2.0,4,$160.00
15601,1.0,2,$120.00
15602,4.0,4,$200.00
15603,3.0,4,$107.00
15604,1.0,2,$222.00
15605,3.0,4,$215.00
15606,1.0,2,$214.00
15607,1.0,2,$150.00
15608,1.0,2,$90.00
15609,2.0,4,$250.00
15610,1.0,2,$274.00
15611,2.0,4,$640.00
15612,1.0,2,$93.00
15613,1.0,2,$225.00
15614,1.0,2,$145.00
15615,1.0,2,$50.00
15616,1.0,3,$120.00
15617,1.0,2,$165.00
15618,1.0,2,$144.00
15619,1.0,4,$150.00
15620,1.0,2,$75.00
15621,2.0,2,$90.00
15622,1.0,2,$112.00
15623,1.0,2,$229.00
15624,2.0,3,$199.00
15625,1.0,2,$100.00
15626,4.0,4,$275.00
15627,2.0,4,$229.00
15628,1.0,2,$130.00
15629,2.0,4,$180.00
15630,2.0,3,$180.00
15631,2.0,4,$198.00
15632,2.0,4,$195.00
15633,2.0,3,$80.00
15634,1.0,2,$200.00
15635,0.0,2,$30.00
15636,1.0,2,$179.00
15637,1.0,2,$200.00
15638,2.0,2,$60.00
15639,2.0,4,$363.00
15640,4.0,6,$361.00
15641,1.0,2,$95.00
15642,1.0,2,$100.00
15643,1.0,1,$80.00
15644,2.0,4,$104.00
15645,1.0,2,$65.00
15646,1.0,2,$84.86
15647,3.0,6,$890.00
15648,1.0,2,$139.00
15649,4.0,6,$240.00
15650,4.0,4,$395.00
15651,1.0,2,$200.00
15652,2.0,3,$230.00
15653,3.0,4,$163.00
15654,2.0,4,$275.00
15655,2.0,4,$350.00
15656,4.0,6,$199.00
15657,1.0,2,$250.00
15658,3.0,4,$90.00
15659,3.0,4,$95.00
15660,2.0,4,$95.00
15661,2.0,4,$100.00
15662,2.0,4,$143.00
15663,2.0,4,$143.00
15664,1.0,2,$120.00
15665,1.0,2,$130.00
15666,3.0,4,$280.00
15667,1.0,2,$66.00
15668,2.0,3,$182.00
15669,1.0,2,$129.00
15670,1.0,2,$115.00
15671,1.0,2,$150.00
15672,1.0,2,$99.00
